% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.968008472e+03 +2.968008472e+03 +2.989758472e+03 +2.989758472e+03 -2.0962e+00 +2.7054e+00 +2.8456e+00 -2.1034e+00 +7.0716e-01 -8.3931e-01 +2.1369e-01 -2.4259e+00 -2.1284e+00 +7.2701e-01 +1.1371e+00 +2.5658e+00 -4.4998e+00 +3.9033e+00 +4.3572e+00 -4.5015e+00 +7.4964e-01 +3.1875e+00 +3.5740e+00 -3.0246e+00
2 +1.622614629e+03 +1.622614629e+03 +1.644364629e+03 +1.644364629e+03 +2.1258e+00 +2.1117e+00 +3.1941e+00 +2.7438e+00 +3.1230e-01 +4.4852e+00 -1.3675e-02 -1.6055e+00 +4.2739e+00 +2.0572e+00 +3.0609e+00 +4.0866e+00 +4.8866e+00 +1.2728e+00 -3.0750e+00 -3.6196e-01 -1.3459e+00 -1.5337e+00 +2.4488e+00 +2.8199e+00
8 +1.492213746e+03 +1.492213746e+03 +1.513963746e+03 +1.513963746e+03 -3.8052e+00 -1.3998e+00 +4.3653e-01 +3.9662e-02 -4.8378e+00 +1.7398e-01 -3.2889e+00 -3.8995e+00 +3.0020e+00 +2.6728e+00 -3.7407e+00 +4.6564e+00 +2.7471e+00 +2.9314e+00 +4.6358e+00 +1.4838e+00 +4.1085e+00 +7.9570e-01 -4.1533e+00 +4.0554e+00
20 +6.812072293e+02 +6.812072293e+02 +7.029572293e+02 +7.029572293e+02 +3.9346e+00 +4.9441e+00 -2.1760e+00 +3.9092e+00 +3.9926e+00 +4.5176e+00 -9.7029e-01 +3.6186e+00 +1.6757e-01 +1.7524e+00 -1.4195e+00 -1.0111e-01 +2.6892e+00 -6.5175e-01 -4.3391e+00 -4.2604e+00 -2.0588e+00 -4.7186e+00 -3.6522e+00 -1.3995e-01
75 +6.228272260e+02 +6.228272260e+02 +6.445772260e+02 +6.445772260e+02 +2.7492e+00 +2.1803e+00 +1.5091e+00 +6.6581e-01 +3.5417e+00 +2.4991e+00 +9.5267e-01 -7.3076e-01 +4.1754e+00 -1.7353e+00 +2.5982e+00 -1.3786e+00 +4.1362e+00 -4.3911e+00 -3.5687e-01 -1.0731e-01 -2.7372e+00 +5.9351e-01 -4.3507e+00 -9.4712e-02
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.539716456e+03 +1.539716456e+03 +1.604506456e+03 +1.604506456e+03 -2.2664e+00 -3.1640e-01 -1.1223e+00 +6.0099e-01 +3.2205e+00 +4.8732e+00 -5.8036e-01 +7.8814e-01 -4.1632e+00 -2.7636e+00 -2.2565e+00 -4.9688e+00 -4.0261e+00 -2.1882e+00 +3.5438e+00 -6.9879e-02 +2.4346e+00 +2.3837e+00 -3.7983e+00 -2.0313e+00
8 +9.199295683e+02 +9.199295683e+02 +9.847195683e+02 +9.847195683e+02 +1.9500e+00 +1.7573e+00 -3.5005e-01 -2.9477e+00 -4.9572e+00 -3.3103e-01 -2.6903e+00 -3.4471e+00 -4.4358e+00 -6.1849e-01 +2.6095e+00 -2.0441e+00 +1.2463e+00 +5.3557e-01 +6.8531e-02 -1.2972e+00 -2.5623e+00 +4.8900e+00 +1.1595e+00 +4.0979e-02
30 +6.178120710e+02 +6.178120710e+02 +6.826020710e+02 +6.826020710e+02 -1.4209e+00 -4.6208e+00 +2.7562e+00 +1.9986e+00 +3.8013e+00 +1.4034e+00 -2.2169e+00 -1.3177e+00 -1.7462e+00 -3.8999e-01 +1.1055e+00 -4.9536e-01 -2.8086e+00 +4.8478e+00 -1.0654e+00 -4.7549e-01 +3.9749e+00 +1.6006e+00 -3.2207e+00 -8.9811e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.568010358e+03 +2.568010358e+03 +1.568010358e+03 +1.568010358e+03 +1.2652e+00 -2.9208e+00 +2.7640e+00 -1.5813e+00 +1.9086e+00 -4.8549e+00 -1.2442e+00 -3.8272e+00 +3.3996e+00 -2.3404e+00 +2.9125e-01 +3.6737e+00 -1.1204e+00 +3.2766e+00 -1.5599e-01 +2.3025e+00 -4.7781e+00 +2.6642e+00 +6.9452e-01 -2.6776e+00
2 +1.186560542e+03 +1.186560542e+03 +1.865605424e+02 +1.865605424e+02 +3.3977e+00 +1.9701e-01 +3.8137e+00 +1.5273e+00 -1.9296e+00 -4.2007e+00 +2.2142e+00 -2.6092e+00 +2.6154e-01 -2.0991e+00 +3.0202e+00 -3.1064e+00 +1.6468e+00 -3.2281e+00 +2.8189e+00 -4.7119e+00 +2.7277e-01 -4.0304e+00 +2.4027e+00 +3.2177e+00
8 +8.556578342e+02 +8.556578342e+02 -1.443421658e+02 -1.443421658e+02 -3.8049e+00 +2.1580e+00 +1.5106e+00 -3.2653e+00 -1.4066e+00 +2.1003e+00 -2.4841e-01 +1.5160e+00 -9.0077e-01 -1.7259e+00 -3.7263e+00 -1.0608e+00 -8.3470e-01 +6.0342e-01 +1.3075e+00 -3.7822e+00 -9.0413e-01 +3.8864e+00 -2.4376e+00 +9.6090e-01
80 +5.757901877e+02 +5.757901877e+02 -4.242098123e+02 -4.242098123e+02 -3.9585e-01 +1.3275e+00 -3.0246e-02 -4.2843e+00 +2.2245e+00 -7.4770e-01 -3.2431e-01 +1.4278e+00 +2.6438e+00 +1.0206e+00 -5.3532e-01 +1.2481e+00 +8.4803e-01 +4.6140e+00 -2.5687e+00 +3.8682e+00 -1.2126e+00 -2.3335e-01 -1.0200e+00 -3.0047e+00
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.344221933e+03 +3.344221933e+03 +4.019231933e+03 +4.019231933e+03 +4.2029e-01 +6.8953e-01 +8.1475e-01 +9.4573e-01 -8.4064e-01 +2.7565e+00 -1.3861e-01 +1.1807e+00 +3.0878e+00 +4.6717e+00 +4.6718e+00 -4.2041e+00 +7.0672e-01 +9.4861e-01 -3.8265e+00 +1.7496e+00 +3.2008e+00 -3.3959e+00 +2.6543e+00 +1.1646e+00
3 +1.950388389e+03 +1.950388389e+03 +2.625398389e+03 +2.625398389e+03 +7.5331e-01 -1.8485e+00 +2.5403e+00 +1.5263e+00 +4.8391e+00 +1.7353e+00 +3.2928e+00 +4.3368e-01 +2.3735e+00 -3.1063e+00 +2.4934e+00 +6.6887e-01 +1.9463e+00 +3.6164e+00 +3.8853e+00 +4.9222e+00 -1.0513e+00 -3.8523e+00 -1.3930e+00 -2.6985e-01
5 +1.508992178e+03 +1.508992178e+03 +2.184002178e+03 +2.184002178e+03 +5.5926e-01 -5.8619e-01 -2.6325e+00 -4.8925e+00 -4.1185e+00 -1.7330e+00 +1.7424e+00 -1.5718e-01 +3.7728e+00 -7.6055e-01 +1.8009e+00 -4.8329e+00 -4.6672e+00 -4.1318e+00 +3.7004e+00 +3.8181e+00 +6.7572e-01 +1.5649e+00 +4.4957e+00 -1.5514e+00
33 +4.401949947e+02 +4.401949947e+02 +1.115204995e+03 +1.115204995e+03 +4.1608e-01 -3.8608e+00 +3.2369e+00 -1.2537e+00 -2.0072e+00 +3.9444e+00 +1.5025e+00 +1.0880e+00 +2.5811e+00 +8.1715e-01 +2.6259e+00 +1.1355e+00 -1.6578e+00 -3.0504e+00 +1.5303e+00 +8.6143e-01 -3.2709e-01 +1.0416e+00 -4.9961e+00 -3.0099e+00
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.692750746e+03 +2.692750746e+03 +2.334690746e+03 +2.334690746e+03 -3.1780e+00 -4.3286e+00 +4.6831e+00 -4.1662e+00 +4.5962e+00 -1.6200e+00 +2.8218e+00 -4.1750e+00 +3.6996e+00 -2.3548e+00 -1.7109e+00 +4.0966e+00 -4.0474e+00 -8.6732e-01 +4.5449e+00 +2.0572e+00 +4.9137e+00 -2.6698e+00 -4.7615e+00 +2.8363e+00
3 +1.852005922e+03 +1.852005922e+03 +1.493945922e+03 +1.493945922e+03 -2.1772e-01 -7.5626e-01 +7.2759e-01 -3.8666e+00 -1.6669e+00 +1.8770e+00 +1.3724e+00 +2.2594e+00 +3.5616e+00 +2.9753e-01 +1.3432e+00 +4.7280e+00 +2.0229e+00 +3.9076e+00 -9.0564e-01 -1.3311e+00 +1.1522e+00 +4.7862e+00 -4.4526e+00 -2.2877e+00
6 +1.301716561e+03 +1.301716561e+03 +9.436565613e+02 +9.436565613e+02 -4.3657e+00 +3.6317e+00 -2.2691e-01 -4.5799e+00 -2.0209e+00 -2.7414e+00 +6.9245e-01 +3.5738e-01 +2.9995e+00 +4.1482e+00 -1.5900e+00 -5.2984e-01 +2.4929e+00 -2.6615e+00 -7.6072e-01 -2.0302e+00 +4.2357e+00 -1.4097e-01 +2.5883e-01 +4.9696e+00
108 +8.492782328e+02 +8.492782328e+02 +4.912182328e+02 +4.912182328e+02 +2.1922e+00 +5.7432e-01 +2.4518e+00 -4.5203e+00 -7.0977e-01 -1.2415e+00 -4.5718e+00 +3.2548e+00 +2.1465e+00 +2.9907e+00 -3.7821e+00 -1.9080e+00 -4.5165e-01 -3.8488e+00 +1.9738e+00 -1.2000e+00 +1.8485e+00 -4.2279e+00 +7.0678e-01 -8.7719e-01
% function evaluation | noise-free fitness - Fopt (-4.797000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.183877238e+03 +1.183877238e+03 +1.135907238e+03 +1.135907238e+03 -2.0789e+00 -3.0815e+00 +2.9991e+00 -3.5841e+00 +1.2444e+00 +1.2348e+00 +1.6842e+00 -1.2425e+00 -2.5877e+00 +9.0142e-01 -5.8307e-01 -4.8799e+00 -1.3510e-01 -5.2461e-01 +3.2231e+00 -3.7784e+00 +1.6239e+00 +5.0399e-01 -3.1713e+00 -1.8131e-01
3 +7.559058399e+02 +7.559058399e+02 +7.079358399e+02 +7.079358399e+02 +2.5940e-01 -2.3267e+00 +4.4599e+00 +3.2964e+00 -9.3994e-01 -3.6884e+00 -2.1290e+00 -3.3537e+00 -2.0815e+00 +7.3360e-01 -2.9476e+00 +1.1398e+00 -2.5109e+00 +8.9062e-03 -2.2330e+00 -1.7460e+00 +4.3907e+00 +4.8782e+00 -3.9721e+00 +1.3861e+00
35 +6.017749265e+02 +6.017749265e+02 +5.538049265e+02 +5.538049265e+02 +3.2022e+00 +1.7527e+00 -2.5162e+00 +1.0383e+00 -3.8336e+00 +2.4430e-01 -1.1178e+00 -2.8269e+00 -2.0572e+00 -4.3723e-01 -3.5282e-01 +1.0339e+00 -1.0520e+00 +2.8246e+00 +2.7806e+00 +3.5501e+00 +5.9973e-01 -4.8783e+00 -4.3594e+00 -5.5501e-01
% function evaluation | noise-free fitness - Fopt (-8.294100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.016988713e+03 +3.016988713e+03 +2.187578713e+03 +2.187578713e+03 -5.3500e-01 -7.3003e-02 +3.2203e-01 +4.8962e+00 -4.5090e+00 -4.6415e+00 -2.2241e+00 +3.7368e+00 +2.5225e+00 -2.2232e+00 -4.8218e+00 +4.1740e+00 -4.8537e+00 -3.5251e-02 +2.1722e+00 +3.2150e+00 +2.6588e+00 +2.8935e+00 +1.5129e+00 -3.5205e+00
2 +1.567664581e+03 +1.567664581e+03 +7.382545810e+02 +7.382545810e+02 -3.4836e-01 -2.7463e+00 -9.8823e-01 -6.3663e-01 +7.2754e-01 -2.9134e+00 -1.0848e+00 -3.7883e-01 +2.1169e+00 +6.3654e-01 -3.7813e+00 +2.0114e+00 +3.3070e+00 -8.3475e-01 +4.7107e+00 +3.9269e+00 -7.0985e-01 -4.4849e+00 -7.7599e-01 -1.4503e+00
15 +7.981989390e+02 +7.981989390e+02 -3.121106096e+01 -3.121106096e+01 -3.1249e-01 +1.9731e+00 -4.2152e-01 -3.3017e+00 +2.9262e+00 +3.9080e+00 +3.2441e+00 +9.0327e-01 -4.9779e+00 +7.0070e-01 -3.6708e+00 -6.1640e-01 -2.9698e+00 +3.9765e+00 -1.8441e+00 -1.1683e+00 +4.4155e+00 +4.5361e+00 +1.7115e+00 -2.1755e+00
% function evaluation | noise-free fitness - Fopt (5.681000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.672677297e+03 +3.672677297e+03 +3.729487297e+03 +3.729487297e+03 +3.9135e+00 -1.6940e+00 +1.9787e+00 -2.2702e+00 +3.3976e+00 -2.1416e+00 +4.8663e+00 +3.6274e+00 +4.6441e+00 +4.8607e+00 -1.6285e+00 +3.4737e+00 -1.6038e-01 -1.7483e+00 -2.2021e+00 +1.2651e+00 -2.5590e+00 +4.1996e+00 -2.6796e+00 -3.5160e+00
2 +2.484989996e+03 +2.484989996e+03 +2.541799996e+03 +2.541799996e+03 -2.2605e+00 -5.1998e-01 +6.2265e-01 -6.0010e-01 -3.7559e+00 -1.8885e+00 -4.6092e+00 -1.6707e+00 -4.8059e+00 -4.7989e+00 +4.2405e+00 -9.7206e-01 -2.9565e+00 -2.7333e+00 -1.4392e+00 +4.5094e+00 -4.9589e+00 -4.0520e+00 -3.3705e+00 -4.3151e+00
5 +1.518254315e+03 +1.518254315e+03 +1.575064315e+03 +1.575064315e+03 -2.1562e+00 +4.6497e-01 +3.7981e+00 +1.1966e+00 -3.1185e+00 +7.3505e-01 +2.0776e+00 +3.4090e+00 +2.0812e-01 +2.8348e+00 +3.9384e+00 -1.4614e+00 -5.6262e-01 -2.0886e+00 +3.1531e+00 -2.2251e+00 +2.7107e+00 +4.5350e+00 +2.5693e+00 -2.6105e+00
9 +9.223867504e+02 +9.223867504e+02 +9.791967504e+02 +9.791967504e+02 +4.0618e+00 -1.3030e+00 -4.3808e+00 +4.0692e+00 +3.2432e+00 -3.0597e+00 +4.4694e+00 -3.3444e-01 -1.4909e+00 +5.9708e-02 +3.3668e+00 -3.2691e+00 -1.1908e+00 -7.8430e-01 +1.0027e+00 -4.8409e+00 -3.0925e+00 -3.8398e+00 -4.4423e-01 -1.6325e+00
175 +6.049958371e+02 +6.049958371e+02 +6.618058371e+02 +6.618058371e+02 +1.1611e+00 +3.8279e+00 +1.9927e+00 -4.0127e+00 -1.4579e+00 -4.1323e+00 +3.2126e+00 +3.4224e+00 +3.5987e+00 -5.1887e-01 +2.6100e+00 -4.2343e+00 -4.3809e+00 -2.2448e+00 +2.3950e+00 +2.5719e+00 -4.4113e+00 -1.9329e+00 -5.6944e-01 +9.9628e-01
% function evaluation | noise-free fitness - Fopt (4.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.895576272e+03 +4.895576272e+03 +4.937666272e+03 +4.937666272e+03 -4.2300e+00 -4.0192e+00 -4.6902e+00 +2.1046e+00 +1.0587e+00 -4.3736e+00 +4.2028e+00 +4.7592e+00 -2.0688e+00 +1.0919e+00 +1.8274e+00 -2.3592e+00 +4.1916e+00 -3.4868e+00 -6.1861e-01 -4.8994e+00 -1.0349e+00 -3.6992e+00 -5.3895e-01 -3.8771e+00
2 +3.529604530e+03 +3.529604530e+03 +3.571694530e+03 +3.571694530e+03 -4.4142e+00 -1.2032e+00 +1.4561e+00 +3.0601e-01 +3.7479e+00 -3.3466e+00 -1.0006e+00 +3.0061e+00 -9.9013e-01 +3.5993e-02 +4.0376e+00 +3.8785e+00 -1.9366e+00 -4.6294e+00 +3.1427e-01 +4.9892e+00 +1.3694e-01 +4.1845e+00 +3.2063e+00 +2.9570e+00
5 +2.021457386e+03 +2.021457386e+03 +2.063547386e+03 +2.063547386e+03 +3.7703e-01 -5.8090e-01 +6.3989e-02 -1.3968e-01 -1.6370e+00 +4.9755e+00 +1.0766e+00 +4.9478e+00 +7.5867e-01 +1.9098e+00 +4.9627e-01 -5.3986e-01 -4.7766e+00 +1.5231e+00 +1.8005e+00 -2.7983e+00 +1.2173e+00 -4.6383e+00 +3.0119e+00 +4.7261e-01
7 +6.657636759e+02 +6.657636759e+02 +7.078536759e+02 +7.078536759e+02 +4.4465e+00 +1.0126e+00 -2.9484e+00 -2.1964e+00 -4.6984e+00 -1.7786e+00 -6.7341e-01 +4.3550e+00 -1.2283e+00 +1.3935e+00 +1.4732e+00 -1.5892e+00 -3.3448e+00 -2.9534e+00 -1.2827e+00 +4.0229e+00 -4.3250e+00 +2.3198e+00 +1.4219e+00 -2.0462e+00
% function evaluation | noise-free fitness - Fopt (4.579000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.969400517e+03 +2.969400517e+03 +3.015190517e+03 +3.015190517e+03 -1.8275e+00 -1.9492e+00 +5.4261e-01 +2.9180e+00 -3.4565e+00 -1.3126e+00 -1.9301e+00 +2.5702e+00 -3.9793e+00 +1.3123e+00 -4.7916e+00 +2.6978e+00 -2.1015e+00 +1.0801e+00 -3.2038e+00 +3.3243e+00 +3.3233e+00 -4.4338e+00 +4.1187e-01 -2.4762e+00
3 +1.509005685e+03 +1.509005685e+03 +1.554795685e+03 +1.554795685e+03 +1.2919e+00 -3.9931e+00 +1.6283e+00 -3.5279e+00 -2.8081e+00 +3.6084e+00 -3.1649e+00 -1.3481e+00 +4.5881e+00 +1.0963e+00 -4.4606e+00 +7.0805e-01 -1.3818e+00 -8.3633e-02 +2.0957e+00 +2.5169e+00 +2.1719e+00 +1.1711e+00 +1.9113e+00 -2.5189e+00
11 +7.817900418e+02 +7.817900418e+02 +8.275800418e+02 +8.275800418e+02 +2.0906e+00 +4.2859e+00 +2.5005e+00 +1.2910e+00 +3.5917e+00 -2.0055e+00 -1.1373e-02 -3.5572e+00 +4.8239e+00 +3.2411e+00 -1.5297e+00 -7.0882e-01 -1.9143e-01 -2.5963e-01 -4.4675e+00 +2.2603e+00 +2.1503e+00 +9.0199e-01 +3.8404e+00 -7.0134e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.313794517e+03 +2.313794517e+03 +1.313794517e+03 +1.313794517e+03 -4.4559e+00 -1.6971e+00 +3.4245e-01 -4.0054e+00 +1.9784e+00 -1.9298e-01 +6.6594e-01 -2.8905e+00 +1.7970e+00 +1.0938e+00 +4.4198e+00 -3.7070e+00 +5.0309e-01 +1.9854e+00 +3.2061e+00 -2.2562e-01 -6.3021e-01 +4.4460e+00 -1.8558e+00 -3.3570e+00
5 +6.645554463e+02 +6.645554463e+02 -3.354445537e+02 -3.354445537e+02 -1.4187e+00 +4.1607e+00 -3.6203e+00 +4.1789e+00 -4.0869e+00 +1.0036e+00 -1.4845e+00 +3.5114e+00 +3.2020e+00 +8.9163e-01 -2.8879e+00 +4.4306e+00 +1.9542e+00 -4.2582e+00 +3.3618e+00 -5.8936e-01 +1.8977e+00 -6.6609e-01 -3.4083e-01 -4.2154e+00
128 +5.467580928e+02 +5.467580928e+02 -4.532419072e+02 -4.532419072e+02 -2.9776e+00 +1.8535e+00 -2.6380e+00 +4.9309e+00 +2.4382e+00 +1.2069e-01 -2.7012e+00 +9.5991e-01 +2.8542e+00 +1.1286e+00 -2.9218e+00 +3.0819e+00 +2.2059e+00 -2.1256e+00 +1.5394e+00 -1.0023e+00 +6.9674e-01 +3.9354e-01 +3.9135e+00 +5.6951e-01
% function evaluation | noise-free fitness - Fopt (1.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.421920682e+03 +4.421920682e+03 +4.437670682e+03 +4.437670682e+03 -1.7522e+00 +4.9441e-01 -4.6539e+00 +2.5870e+00 -4.9857e-01 +2.3945e+00 +1.8500e+00 +4.9710e+00 -9.0548e-01 -1.6983e+00 -3.2495e+00 -3.2286e+00 -4.6163e+00 -9.0244e-02 -2.8761e+00 -6.2103e-01 -4.6048e+00 +5.0163e-01 +1.7373e+00 -8.9599e-01
2 +2.400043272e+03 +2.400043272e+03 +2.415793272e+03 +2.415793272e+03 -4.7704e+00 +1.0614e+00 -2.6959e+00 -2.4447e+00 +3.0397e+00 -4.7482e+00 -2.5204e+00 -4.3828e+00 -4.4491e+00 -1.5526e+00 +3.1369e+00 -3.8072e+00 +1.5035e+00 +3.7473e+00 +1.0761e+00 +1.4949e+00 +5.7300e-02 +4.4788e+00 +1.9292e+00 -4.3198e+00
25 +1.581492676e+03 +1.581492676e+03 +1.597242676e+03 +1.597242676e+03 +1.7840e+00 -4.8853e+00 +4.8588e+00 +9.6086e-01 +1.9795e+00 +1.0772e-01 -2.8004e+00 -1.3549e+00 -1.8593e+00 -4.9207e+00 +9.0978e-01 +2.9971e+00 -8.1158e-01 +3.5617e+00 -4.1932e+00 -4.4339e+00 +3.5891e+00 -4.0139e+00 -5.1477e-01 -1.5116e+00
80 +9.571969501e+02 +9.571969501e+02 +9.729469501e+02 +9.729469501e+02 +3.8402e+00 +6.5138e-01 +3.7844e+00 -5.0644e-01 -1.5522e-01 +1.9154e+00 -1.1060e+00 -3.0919e+00 -3.1894e+00 +3.2380e+00 -1.0825e-01 -2.2163e+00 -2.0274e+00 +3.8585e-01 +1.4804e+00 +1.0043e+00 +2.8971e-01 -2.5099e+00 -4.5670e+00 -4.6150e+00
