% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
7 +3.393482690e+03 +3.393482690e+03 +4.331322690e+03 +4.331322690e+03 -4.7987e+00 -4.2678e+00 +2.6241e-01 +6.7278e-01 +3.9548e+00 -3.5187e+00 +3.7530e+00 +2.9748e+00 -1.4093e+00 +3.7503e+00 +1.2887e+00 +2.5487e+00 +4.0796e+00 +4.0485e+00 -1.2596e+00 +4.2394e+00 +1.2868e+00 +4.6112e+00 -3.6847e+00 -4.4228e-01
62 +4.024336995e+02 +4.024336995e+02 +1.340273699e+03 +1.340273699e+03 -2.3244e+00 -1.5451e+00 +4.1079e+00 -2.4725e+00 -2.9450e+00 +4.5277e+00 -2.2362e-01 -3.0029e+00 +2.3301e+00 -4.4942e+00 +4.1058e+00 +1.9373e+00 -4.7184e+00 +1.9485e+00 -2.7403e-02 +2.6413e+00 -3.4345e+00 +4.5358e+00 +2.4531e+00 -4.4725e+00
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.064860521e+07 +7.064860521e+07 +7.064852649e+07 +7.064852649e+07 +2.8750e-01 -3.4521e-01 +2.3666e+00 -2.9015e+00 +4.8749e+00 +4.7490e+00 -3.8789e+00 -2.9096e+00 +3.9631e+00 +4.2803e+00 +2.7214e+00 +1.7413e+00 -4.6564e+00 +4.6961e+00 -4.1732e+00 +1.9887e+00 -2.4106e+00 +3.5997e+00 -2.0164e+00 +4.8460e+00
2 +3.591278075e+04 +3.591278075e+04 +3.583406075e+04 +3.583406075e+04 +3.3746e-01 -2.2330e-01 +3.0666e+00 +3.3144e+00 -1.0395e-01 -3.5421e+00 -3.0852e+00 -2.6111e+00 -4.4221e+00 +2.7889e+00 +2.0520e+00 -2.7508e+00 -4.1439e+00 -1.5833e+00 -2.2865e+00 +1.3647e+00 +1.4625e+00 +2.2443e+00 +3.9886e+00 -4.7151e-01
4 +2.201310356e+04 +2.201310356e+04 +2.193438356e+04 +2.193438356e+04 -9.9152e-01 +9.2040e-01 -4.5964e+00 +2.5517e-01 +8.9447e-02 -4.3950e+00 -2.2984e+00 -3.8989e+00 +3.2288e+00 -1.4108e+00 -6.0296e-01 -1.7263e+00 -8.4836e-01 -2.6023e+00 +2.2489e+00 -1.2672e+00 +2.3270e+00 -1.4307e+00 +3.3414e+00 -1.6304e+00
53 +4.631240986e+03 +4.631240986e+03 +4.552520986e+03 +4.552520986e+03 +4.5822e+00 -8.6158e-01 -2.6344e+00 -2.0049e+00 +3.8115e+00 +3.9806e+00 -1.5980e+00 +9.1204e-01 -1.9198e+00 +1.6194e+00 -1.2389e-01 +7.4043e-01 +3.2364e+00 -3.4993e+00 -3.4618e+00 +4.3910e+00 -2.7110e+00 -3.3367e+00 -3.5483e+00 +4.1300e+00
132 +3.944875536e+03 +3.944875536e+03 +3.866155536e+03 +3.866155536e+03 -8.9959e-01 -1.1913e+00 -4.7913e+00 +4.9319e+00 -2.8775e-01 +1.4573e-01 +5.6047e-01 +3.3227e+00 +4.7061e+00 +3.2023e+00 +6.1236e-01 -4.3459e+00 -3.1682e+00 -4.8702e+00 +2.9181e+00 -3.5077e+00 +5.6356e-02 +1.8018e+00 +4.1670e+00 +4.5385e+00
% function evaluation | noise-free fitness - Fopt (6.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.313087904e+07 +1.313087904e+07 +1.313094901e+07 +1.313094901e+07 -3.0335e+00 -4.1680e+00 +2.9361e+00 -3.9016e+00 +3.6585e-01 -4.9811e+00 -4.5895e+00 +1.8789e+00 +1.5333e+00 -2.2371e+00 -4.4739e+00 -1.2868e+00 +3.7086e+00 +4.9227e+00 +8.8921e-01 -3.9290e+00 -2.0403e+00 +4.1152e-01 -2.5293e+00 +1.2131e+00
2 +8.207741083e+06 +8.207741083e+06 +8.207811053e+06 +8.207811053e+06 +7.7860e-01 +3.5751e-01 -1.9692e+00 -3.3748e+00 +1.0071e+00 +2.6511e+00 +3.5213e+00 -4.7976e+00 -8.5953e-01 -6.8862e-01 -3.1392e+00 -2.8918e+00 -1.6284e+00 -3.9002e+00 -1.6996e+00 +3.9143e+00 +4.2752e-01 +2.9589e+00 -1.9014e+00 +3.9547e+00
4 +1.764902773e+06 +1.764902773e+06 +1.764972743e+06 +1.764972743e+06 -4.0487e+00 -5.0456e-01 +1.2513e+00 -7.3090e-01 -2.5067e+00 +1.8872e+00 +1.1449e+00 +4.4395e-01 +2.5528e+00 -7.9954e-01 +2.9356e+00 -4.4899e+00 +7.2692e-01 -4.5534e+00 -4.6981e+00 +2.1806e-01 -2.3887e+00 -4.0094e+00 -4.6764e+00 -3.0668e+00
10 +1.736846033e+05 +1.736846033e+05 +1.737545733e+05 +1.737545733e+05 +2.0208e+00 -1.3750e+00 -4.7301e+00 -4.9694e+00 +2.9484e-01 +3.2554e+00 +8.6361e-01 +3.1999e+00 +9.8140e-01 -3.2213e+00 +1.3900e+00 +4.3434e+00 -3.3675e+00 +4.6494e-01 -2.1490e+00 -8.7279e-01 +1.6047e+00 +4.8397e+00 +4.9216e+00 -2.2336e+00
13 +4.623516452e+04 +4.623516452e+04 +4.630513452e+04 +4.630513452e+04 -3.0520e+00 +3.0606e+00 +3.1127e+00 +6.7846e-01 -3.8493e+00 -1.9202e+00 -3.0226e+00 +2.2446e+00 +1.0651e-01 -4.0338e-01 +8.1568e-01 -4.3223e+00 +2.2366e+00 +3.4482e+00 +3.7699e+00 +2.9102e+00 -1.4055e+00 +3.5083e+00 +4.9320e+00 -2.3735e+00
18 +3.286352859e+04 +3.286352859e+04 +3.293349859e+04 +3.293349859e+04 -2.2894e+00 +3.5716e+00 -1.8850e+00 +2.4181e+00 +4.8915e+00 -3.0921e+00 +4.7973e+00 -1.6875e+00 +8.1479e-01 -3.0752e+00 +2.9631e+00 -4.1007e+00 +2.7138e+00 -1.1682e+00 -2.8475e-01 +3.8056e+00 +2.4479e+00 +2.3580e+00 -1.6142e+00 +2.4804e+00
33 +6.066481596e+03 +6.066481596e+03 +6.136451596e+03 +6.136451596e+03 -2.1103e+00 +3.6628e-01 +4.9218e-01 -4.3723e+00 +3.3411e+00 +1.8195e+00 -3.1758e+00 +4.9977e+00 -3.1417e+00 -3.7889e+00 +2.5482e+00 -2.1650e+00 +4.5364e+00 -2.3046e-01 +1.0233e+00 +4.3127e+00 +4.1468e-01 +1.9649e+00 -3.9610e+00 -3.6095e+00
50 +1.048339688e+03 +1.048339688e+03 +1.118309688e+03 +1.118309688e+03 -4.0686e+00 -3.6656e+00 -3.2997e+00 +9.7472e-01 -4.7674e+00 +6.2930e-01 +1.2338e+00 -8.7623e-01 -3.8804e+00 -3.7248e-02 -4.3786e+00 -3.7040e+00 +1.3289e+00 +3.8889e+00 -1.5762e+00 -1.8483e+00 +3.1409e+00 +3.6698e+00 +3.6948e+00 +3.5350e+00
% function evaluation | noise-free fitness - Fopt (9.791400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.639663533e+07 +1.639663533e+07 +1.639761447e+07 +1.639761447e+07 +3.2556e+00 +3.9941e+00 -4.0458e+00 +2.0699e+00 +1.4494e+00 -3.7502e+00 +3.1529e+00 -2.2463e+00 +1.5826e+00 +2.8901e+00 +4.5385e+00 +1.9736e+00 +8.2286e-01 -6.1745e-01 +2.4809e+00 -2.8812e+00 +1.8155e+00 +3.0958e+00 -2.6581e+00 -6.1213e-02
2 +1.013732376e+05 +1.013732376e+05 +1.023523776e+05 +1.023523776e+05 -2.2329e+00 +3.8049e+00 -4.1149e+00 +1.7165e+00 +4.4909e+00 -4.6476e+00 -1.7481e-01 -2.8298e-01 +3.5651e+00 +4.4101e+00 +1.9626e+00 +1.1731e+00 -1.3971e+00 +1.8240e+00 -1.3580e+00 +3.6861e+00 -3.8934e+00 -1.0502e+00 -2.5713e+00 +4.7748e+00
20 +1.920347853e+04 +1.920347853e+04 +2.018261853e+04 +2.018261853e+04 -4.2404e+00 +1.1768e-01 -1.0304e+00 -2.0490e-01 -1.0272e+00 -4.4036e-01 -2.9989e+00 -7.4876e-01 -3.0074e+00 -2.6836e+00 +1.2738e+00 -8.7350e-01 -3.8477e+00 -8.6140e-01 +2.9660e+00 +1.1596e+00 +1.0282e+00 +4.3058e+00 +2.9253e+00 +4.6145e+00
103 +4.749480078e+03 +4.749480078e+03 +5.728620078e+03 +5.728620078e+03 -3.9107e+00 -3.7981e+00 -4.3061e+00 -3.8777e+00 -2.1775e+00 -1.5447e+00 -2.3451e+00 -4.8207e+00 -3.1579e+00 -4.0442e+00 -2.6722e+00 +3.0830e+00 -5.5711e-01 -4.9655e+00 +2.4186e+00 +2.9577e+00 +2.3379e+00 -1.4269e+00 +3.6377e+00 -2.5824e-01
127 +3.971168637e+03 +3.971168637e+03 +4.950308637e+03 +4.950308637e+03 -3.3255e+00 +3.8335e+00 +8.1016e-01 +6.9929e-01 +1.1325e+00 -4.2172e+00 +2.9490e-01 -3.1164e+00 +4.6100e+00 +1.8281e+00 -1.9715e-01 -4.4567e+00 +2.9602e-01 +2.7417e+00 -3.9036e+00 +4.2823e+00 -2.2392e+00 +1.4360e-01 +2.4329e+00 +1.1299e+00
% function evaluation | noise-free fitness - Fopt (-8.900000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.781311106e+05 +5.781311106e+05 +5.781302206e+05 +5.781302206e+05 -7.5528e-01 +9.2980e-01 +2.3089e+00 +1.8651e+00 +1.3025e+00 +3.7250e+00 +1.0253e+00 +1.3150e+00 -1.3340e+00 +2.7132e+00 -4.2046e+00 +4.4957e+00 -7.6620e-02 -1.9707e+00 -1.9367e+00 -1.9738e+00 +3.5843e-01 -2.2837e+00 +2.1783e+00 +9.9761e-02
18 +7.981202585e+04 +7.981202585e+04 +7.981113585e+04 +7.981113585e+04 +2.3169e+00 -4.6078e+00 -3.8356e+00 +1.7921e+00 +2.9375e+00 -1.2869e+00 +3.0288e+00 -4.9975e+00 +2.4877e+00 -1.4947e+00 -3.5168e+00 -1.4782e+00 +5.0111e-01 -2.9290e-01 -4.5510e+00 -4.6377e+00 +9.0022e-01 +4.9189e+00 +2.3906e+00 -5.1519e-01
65 +1.968985329e+04 +1.968985329e+04 +1.968896329e+04 +1.968896329e+04 +3.4776e+00 -5.6841e-01 -1.4040e+00 -3.8342e-01 +1.2384e+00 +4.5924e+00 -1.6433e+00 -2.2778e+00 +1.8675e+00 -3.6066e+00 -4.5272e-01 -4.7266e+00 +8.0229e-01 -3.1682e+00 +3.3139e+00 +2.0357e+00 +4.2653e+00 +4.5484e+00 +3.8982e+00 +2.4657e+00
75 +5.396730240e+02 +5.396730240e+02 +5.387830240e+02 +5.387830240e+02 -1.5471e+00 +1.9966e+00 +3.4406e+00 -2.7730e+00 +9.3804e-01 -1.3603e+00 +4.9760e+00 +1.5116e+00 -3.1669e+00 -3.6745e+00 +4.6438e+00 +2.8066e+00 +2.1600e+00 -4.1890e+00 +2.6154e-01 +3.8678e+00 -3.9757e+00 -1.7855e+00 -1.8488e+00 +3.1404e-01
170 +3.928982470e+02 +3.928982470e+02 +3.920082470e+02 +3.920082470e+02 +1.3828e-01 -9.5924e-01 -8.6191e-01 +4.5654e+00 +1.0099e+00 +5.4159e-01 +3.3915e+00 -4.1958e+00 -1.2783e+00 -4.6045e-01 +1.5395e-01 -2.6282e+00 +2.3977e+00 +2.2856e+00 +2.3039e+00 -5.6654e-01 -1.3141e+00 +2.8092e+00 -6.9570e-01 +4.0147e+00
% function evaluation | noise-free fitness - Fopt (-2.206000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.609414501e+07 +2.609414501e+07 +2.609412295e+07 +2.609412295e+07 +4.4608e+00 +2.8874e+00 -3.9205e+00 +2.1671e+00 +3.7333e+00 +1.6407e+00 -3.0624e+00 +4.7053e+00 +9.8733e-01 -4.3119e-01 -3.9483e+00 -3.2236e+00 -1.6418e+00 +4.4410e+00 +2.6309e+00 +3.8350e+00 -1.3193e+00 -3.3982e+00 -1.6881e-01 +2.2646e+00
3 +5.025423179e+06 +5.025423179e+06 +5.025401119e+06 +5.025401119e+06 +1.8492e+00 +4.5779e+00 +5.2312e-01 -2.4452e+00 -2.2048e+00 +1.1402e+00 -4.2639e-01 +4.2069e+00 -9.5408e-01 +3.2682e+00 +3.1803e+00 -3.1219e+00 +3.4314e+00 +3.7783e+00 -5.1794e-01 +1.8660e+00 -3.7845e+00 -9.7565e-01 +4.0449e-02 +1.7397e+00
28 +4.994021173e+05 +4.994021173e+05 +4.993800573e+05 +4.993800573e+05 -1.4634e+00 +3.5164e+00 +3.2126e+00 -1.6690e-01 +2.9867e+00 -4.9363e+00 +3.5865e+00 +2.0941e+00 +4.3438e+00 +9.4127e-01 -1.6252e+00 +1.5944e-01 +3.5703e+00 +3.0321e+00 +4.9846e+00 +7.7816e-01 -4.6091e+00 +2.2512e+00 -2.9388e+00 -1.1106e+00
98 +3.182704517e+05 +3.182704517e+05 +3.182483917e+05 +3.182483917e+05 +4.3730e+00 +5.4394e-03 -6.8135e-01 -1.6127e+00 -5.3830e-01 -4.4449e+00 -4.8505e+00 -3.5800e+00 +3.1191e+00 -1.3250e+00 -3.1064e+00 +4.4796e+00 +4.6477e+00 -8.3704e-02 -1.9165e+00 +3.9061e+00 -3.8352e+00 -2.5608e+00 +2.2394e+00 +3.0673e+00
122 +1.258175567e+05 +1.258175567e+05 +1.257954967e+05 +1.257954967e+05 -1.4788e+00 -2.5397e+00 -1.3354e+00 +3.5915e+00 -4.7931e+00 -8.7531e-01 -3.8581e+00 -1.4088e+00 +1.4036e+00 -2.2642e-01 +9.6997e-01 -4.8940e+00 +4.7958e+00 -1.2899e+00 +1.8473e+00 -1.1609e+00 -1.4211e+00 -1.1247e+00 -1.5019e+00 +3.4606e+00
% function evaluation | noise-free fitness - Fopt (1.632800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.844157792e+06 +7.844157792e+06 +7.844321072e+06 +7.844321072e+06 -4.2878e+00 -2.4847e+00 +2.4644e-01 -3.5168e+00 -2.7474e+00 -4.9328e+00 -4.5708e+00 -4.3157e+00 -4.6932e+00 +9.4501e-01 +4.2753e+00 +3.2551e+00 +3.4771e+00 -1.2436e+00 +4.2985e+00 +4.7938e+00 +4.3762e+00 +1.1465e+00 +1.0226e+00 -4.0790e+00
2 +4.325922741e+06 +4.325922741e+06 +4.326086021e+06 +4.326086021e+06 -6.7377e-01 +2.0698e-02 -2.2799e+00 +3.2377e+00 -4.8731e+00 -4.8136e+00 -3.0280e+00 -1.9918e-01 +3.3103e+00 +3.9125e+00 -2.4925e-01 -4.7986e-01 +4.7530e+00 -1.0876e+00 +3.9784e+00 -2.1897e+00 +9.7741e-01 -6.1334e-01 +3.5713e+00 -4.9442e-01
3 +6.029801741e+05 +6.029801741e+05 +6.031434541e+05 +6.031434541e+05 +2.2382e+00 +1.2204e+00 +1.7801e+00 +6.7157e-01 +4.1850e-01 -3.7947e+00 -4.0758e+00 +2.2134e+00 -4.7024e+00 -1.6686e+00 +2.1570e-02 +3.0125e+00 +1.1747e+00 -4.6439e+00 -2.0823e+00 -4.5529e+00 +1.6953e+00 +3.2292e+00 -3.7851e+00 -1.9870e+00
11 +2.914446008e+05 +2.914446008e+05 +2.916078808e+05 +2.916078808e+05 -4.8114e+00 +2.0902e+00 +4.0155e+00 -1.8084e+00 +8.7363e-01 -3.0560e-01 +1.3851e+00 +3.7577e+00 +3.3463e+00 -4.0892e+00 -1.9422e-01 +1.1899e+00 -3.1575e+00 -2.9262e+00 +4.5287e+00 -4.4217e+00 +3.1824e+00 -4.1421e+00 +2.7387e+00 -1.6218e+00
30 +1.317382000e+05 +1.317382000e+05 +1.319014800e+05 +1.319014800e+05 +3.0960e+00 -2.6855e+00 +4.3912e-01 -4.9839e+00 +2.9039e+00 -3.5757e+00 -1.8506e-01 +1.9487e-01 +4.6953e+00 +1.4619e+00 +7.3228e-01 -7.3640e-02 -1.5709e+00 +9.9515e-01 +3.7402e+00 -2.3960e+00 -1.9657e+00 -2.8901e+00 +4.7071e+00 +3.7936e-01
34 +5.326604448e+04 +5.326604448e+04 +5.342932448e+04 +5.342932448e+04 +3.8455e+00 +4.9829e+00 +6.2022e-01 -2.3422e+00 +2.2936e+00 -3.3192e+00 -2.0511e+00 -7.2443e-01 +1.1401e+00 -2.3266e+00 +1.6889e+00 -1.9371e+00 -3.8417e+00 -1.6101e+00 -1.3479e+00 +4.9135e+00 -1.2177e-01 +4.4384e+00 -3.0067e+00 +6.3120e-01
45 +1.275636107e+04 +1.275636107e+04 +1.291964107e+04 +1.291964107e+04 -3.3525e+00 +4.0329e+00 +3.2288e+00 -2.9807e+00 -2.0978e+00 +5.0140e-01 -1.3626e+00 +8.9311e-01 -7.6830e-02 -4.1991e-01 -4.4127e+00 -2.9063e+00 -3.6470e+00 +4.0556e+00 +3.0490e+00 -1.8212e-01 -3.2619e+00 -2.5252e+00 -4.7332e-01 -1.2206e+00
65 +7.443108203e+02 +7.443108203e+02 +9.075908203e+02 +9.075908203e+02 +3.4390e+00 -1.9497e+00 -3.4242e+00 -4.3968e+00 +2.9465e-01 +4.7054e+00 +8.9713e-01 +2.3212e+00 +3.6323e+00 -1.5905e+00 -4.7935e+00 -2.8041e+00 -2.3820e+00 -1.3604e+00 -2.1928e-01 -4.8354e+00 -4.2717e-01 -6.1988e-01 -4.7758e+00 +2.9160e+00
124 +3.842538153e+02 +3.842538153e+02 +5.475338153e+02 +5.475338153e+02 -5.6190e-02 +4.1217e+00 -4.8043e+00 -2.0565e+00 +1.0974e+00 +4.3543e+00 -1.1061e+00 +3.5556e+00 +7.4363e-01 +3.2248e+00 +4.9244e+00 +1.3875e+00 -1.4623e+00 +3.7375e+00 -9.0876e-01 -3.1494e+00 -4.0524e+00 +1.9859e+00 +9.4674e-01 -2.8923e+00
% function evaluation | noise-free fitness - Fopt (3.349000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.736953267e+04 +7.736953267e+04 +7.740302267e+04 +7.740302267e+04 -1.5509e+00 +1.3087e+00 +4.9113e+00 +6.1618e-01 -3.2204e+00 +2.9656e+00 -2.6223e+00 -2.9473e+00 -1.8807e+00 +4.0799e+00 -1.5983e+00 +3.9503e+00 +1.6460e+00 -3.7501e+00 -4.2186e+00 +5.4935e-01 -3.2260e+00 -5.2784e-01 -4.2019e-01 -3.8055e-01
51 +3.849348202e+04 +3.849348202e+04 +3.852697202e+04 +3.852697202e+04 -1.7628e+00 -2.7933e+00 +1.6279e+00 -9.7506e-01 +1.5648e+00 -4.3845e+00 -6.8146e-01 +2.4689e+00 +2.9670e+00 +6.2084e-01 -1.2357e+00 +5.8655e-01 +3.5527e+00 -2.5560e+00 -3.0231e+00 -2.9486e+00 -2.6678e-01 -6.1995e-01 +2.0024e+00 +1.6821e+00
72 +2.380886553e+04 +2.380886553e+04 +2.384235553e+04 +2.384235553e+04 +2.7653e+00 -1.6918e+00 -1.8086e+00 -2.8883e+00 -1.2220e+00 -3.7104e+00 +2.6041e+00 -4.8252e+00 +2.9169e+00 +1.1123e+00 -3.9471e+00 +1.2640e+00 +3.6389e+00 +4.9178e+00 -2.5415e+00 -3.5572e+00 +1.7005e+00 +3.1738e-01 -6.5285e-01 -4.7398e+00
85 +1.910791127e+03 +1.910791127e+03 +1.944281127e+03 +1.944281127e+03 +4.3478e+00 +2.4955e+00 -6.7910e-01 +2.2224e+00 +4.5847e+00 -4.4708e+00 -4.2031e+00 +3.4039e+00 -4.0220e+00 -4.6345e+00 +3.1154e-01 +3.9373e+00 +1.8366e+00 +1.4714e+00 +4.7454e-01 +9.1049e-01 -4.8553e+00 -2.5723e+00 +2.4054e-01 -1.7352e+00
86 +2.054745931e+02 +2.054745931e+02 +2.389645931e+02 +2.389645931e+02 +5.3885e-01 -2.4317e+00 +3.8588e+00 +2.6353e+00 -4.8514e+00 +3.8803e-01 -4.5700e+00 -4.0977e-01 -4.8458e+00 -2.9793e+00 -2.4177e+00 +2.5411e-01 +4.6089e+00 +3.8161e+00 +2.1374e+00 +3.0825e+00 -2.2507e+00 +3.4782e+00 +1.4696e+00 -1.9520e+00
% function evaluation | noise-free fitness - Fopt (-3.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.661346790e+05 +5.661346790e+05 +5.661309790e+05 +5.661309790e+05 -2.8732e+00 -4.4709e+00 +1.5895e+00 +1.3013e+00 -3.7186e+00 -1.3850e+00 -1.8469e+00 -6.1982e-01 +3.5819e+00 +2.4291e+00 +1.8966e+00 -4.3739e-01 -2.7281e+00 +2.3863e+00 -2.2941e+00 +3.8216e+00 +4.0953e+00 -4.1710e+00 -3.7898e-03 -5.9604e-01
6 +3.336763697e+05 +3.336763697e+05 +3.336726697e+05 +3.336726697e+05 +1.9379e+00 +2.6619e+00 -2.7456e+00 +3.0217e+00 -2.6296e-02 -1.0756e+00 +4.7672e+00 +1.2919e+00 +2.7188e+00 +1.6446e+00 +1.4903e+00 +1.0808e+00 +4.9059e+00 -1.9577e-01 -6.9118e-01 -1.8983e+00 -3.3407e+00 +1.6587e+00 -1.2492e+00 -4.5877e+00
10 +2.478888095e+05 +2.478888095e+05 +2.478851095e+05 +2.478851095e+05 -3.5736e+00 +4.8128e+00 +4.9729e+00 -4.1345e+00 +2.7688e+00 +1.3416e+00 -4.4543e+00 -3.5381e+00 +1.7367e+00 +2.6336e+00 -4.5180e+00 +1.2127e+00 +4.1372e+00 +2.7079e+00 +1.5134e-01 -2.0129e+00 +1.8064e+00 -3.3034e+00 +4.1596e+00 +4.0731e+00
