% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8 +1.390709680e+02 +1.390709680e+02 -1.080390320e+02 -1.080390320e+02 -5.1776e-01 +4.9196e+00 +2.9968e-01 -3.9707e+00 +1.6731e+00 +4.3775e+00 +1.4152e+00 -3.7041e+00 +4.4024e+00 -1.7346e-01 +1.2849e+00 +4.0373e+00 +2.3602e-01 +4.2842e+00 +3.2054e+00 -2.3107e-01 +3.0099e-02 +5.3327e-02 -8.1658e-01 +7.5943e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.721162460e+02 +2.721162460e+02 +1.200762460e+02 +1.200762460e+02 +2.8527e+00 +1.0889e+00 -2.3376e+00 +2.9718e+00 -1.7959e+00 -3.6292e+00 -2.7002e+00 -2.3169e+00 -1.3697e-01 -2.5170e-01 -4.9307e+00 +3.3079e+00 +2.1976e-01 -3.7146e+00 +2.8141e+00 -2.9055e+00 -4.7036e+00 +1.7334e+00 +2.2085e+00 +3.5347e+00
5 +2.239010822e+02 +2.239010822e+02 +7.186108223e+01 +7.186108223e+01 -2.1512e+00 -1.0314e-01 -2.5514e-01 -9.1289e-01 -3.1731e+00 -2.6807e+00 +6.4329e-01 -1.5172e-01 +2.6079e+00 +3.5008e+00 +2.9280e+00 +9.7637e-01 +3.0861e+00 +1.0991e+00 -2.0473e+00 +1.9142e-01 -2.8572e+00 +9.8643e-01 +3.0842e+00 -1.3141e-01
46 +1.484680060e+02 +1.484680060e+02 -3.571994041e+00 -3.571994041e+00 -3.8523e-01 -1.5516e-01 +4.5953e+00 +3.8885e+00 +2.5139e+00 -3.5541e+00 -1.1843e+00 -3.4140e+00 +2.3588e-01 +3.3449e+00 +2.6727e+00 -1.1702e+00 -1.5430e+00 +2.2853e+00 +1.1175e+00 +1.6314e+00 +1.6253e+00 +7.6983e-01 -8.1560e-01 -1.1519e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.279787085e+02 +2.279787085e+02 +2.027287085e+02 +2.027287085e+02 -2.5959e+00 +3.6739e+00 -3.3274e+00 +4.2866e+00 -1.5471e+00 +8.5147e-01 -4.6366e+00 +8.5437e-01 +7.8229e-01 -5.5445e-01 -8.2983e-01 -4.7751e-01 -4.7737e+00 -2.5597e+00 -1.3548e+00 -3.8505e+00 -4.0047e-01 +4.5487e-01 -2.9211e-01 +4.7982e+00
2 +1.548077671e+02 +1.548077671e+02 +1.295577671e+02 +1.295577671e+02 +1.3613e+00 -2.5345e+00 -1.9873e+00 +1.0315e+00 +1.6698e-01 +7.7550e-01 +4.5890e+00 -3.3962e+00 +6.1618e-01 +1.7048e+00 +3.3591e+00 +1.8764e+00 +1.1133e+00 -2.8580e+00 +2.2222e+00 -9.3963e-01 -1.9384e+00 +2.0523e+00 +3.3300e+00 -8.0988e-01
168 +9.742028069e+01 +9.742028069e+01 +7.217028069e+01 +7.217028069e+01 +2.2388e+00 -4.2074e-01 -2.1018e+00 -3.0564e+00 +2.7292e+00 +1.3065e-01 -2.2783e+00 +3.6988e+00 -7.0480e-01 -2.0626e+00 -1.3708e+00 +6.7994e-01 -2.5772e+00 -3.8360e+00 +2.4729e+00 +2.3084e+00 +3.5371e+00 -4.6907e-01 +1.5553e-01 -3.2160e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.673432816e+02 +2.673432816e+02 +2.695732816e+02 +2.695732816e+02 -1.4411e+00 -4.4640e+00 +1.2005e+00 -3.7584e+00 -2.3018e+00 -2.2491e+00 -3.0173e+00 +4.5879e+00 -2.6355e+00 +1.0198e+00 -3.2020e+00 +9.7023e-01 -1.2092e+00 -2.3712e+00 +1.8572e+00 +3.2050e+00 -7.1479e-01 -1.2385e+00 -6.8144e-01 -3.1110e+00
2 +2.325306936e+02 +2.325306936e+02 +2.347606936e+02 +2.347606936e+02 -2.3708e+00 +8.6263e-01 +3.0813e+00 -5.4664e-04 +2.9390e+00 +3.7644e-01 +3.2369e+00 -1.4045e+00 -2.3411e+00 -4.2709e+00 +9.3716e-01 -1.0730e+00 -3.5484e+00 -4.1697e+00 +3.5726e+00 -1.3845e+00 +2.7832e+00 +4.4969e+00 +1.6758e-01 +3.1366e+00
13 +1.291224708e+02 +1.291224708e+02 +1.313524708e+02 +1.313524708e+02 -8.9237e-01 -1.4608e+00 -1.3505e+00 -3.2518e+00 +2.7499e+00 -4.3549e+00 -3.4425e-01 +2.0021e+00 +3.7012e-01 -4.2077e-01 +2.8807e+00 +1.0829e+00 +3.2426e+00 -1.6683e+00 +2.5017e+00 +1.9154e-01 +3.5692e+00 +2.5042e+00 -1.0981e+00 -5.2464e-01
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.012133467e+02 +3.012133467e+02 +2.881333467e+02 +2.881333467e+02 -3.1826e+00 -2.1362e-01 -6.9203e-01 -3.7514e+00 +3.4163e+00 -1.6931e+00 +3.8039e+00 +4.4950e+00 +3.0980e+00 -3.2770e+00 -2.9836e+00 +5.1572e-01 -3.1094e+00 -2.1535e+00 +3.2215e+00 -4.7487e+00 +1.5357e+00 -2.5046e+00 +3.6759e+00 -1.8682e+00
4 +2.447589885e+02 +2.447589885e+02 +2.316789885e+02 +2.316789885e+02 -1.5000e+00 +1.9107e+00 -4.8937e+00 +2.4058e+00 +9.4317e-01 -3.7695e+00 -2.1779e+00 +3.5618e+00 -6.3616e-01 -4.8643e-01 +1.7311e+00 +4.5571e+00 +2.5539e-01 +4.9901e-01 -3.0324e+00 -1.6918e-01 +2.3093e+00 -9.8390e-01 -3.0249e+00 +5.4567e-01
22 +1.575948134e+02 +1.575948134e+02 +1.445148134e+02 +1.445148134e+02 -1.4959e+00 -4.8812e+00 +3.4536e+00 -2.1100e-01 +1.5362e-01 +1.8478e-01 -1.1662e+00 +3.6331e-01 -1.3243e+00 -3.0704e+00 +4.5660e+00 +1.3338e+00 +2.6242e+00 -4.9374e+00 +3.9190e+00 -4.1477e+00 +1.2840e+00 -2.6536e+00 +3.5132e+00 -1.9263e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.930669888e+02 +2.930669888e+02 +5.602269888e+02 +5.602269888e+02 +2.8095e-01 -1.1398e+00 +2.9372e+00 +3.2714e+00 +2.0097e+00 +2.4575e+00 -4.3739e+00 -1.4817e+00 +3.8841e+00 -2.5592e+00 +4.9992e+00 +1.2045e+00 +7.2152e-01 -4.7508e+00 -4.0136e+00 -2.7214e+00 -2.1314e+00 +5.4389e-01 +1.2005e-01 +3.6264e-01
3 +1.415084004e+02 +1.415084004e+02 +4.086684004e+02 +4.086684004e+02 +1.8974e+00 -3.4497e+00 -2.3122e+00 +7.1767e-01 +3.6563e+00 -9.1358e-01 -3.4913e+00 -4.5077e+00 -4.4869e+00 +4.4730e+00 -3.9706e+00 -3.0592e+00 -6.7076e-01 +1.4519e+00 -4.6314e+00 +1.9290e+00 +3.6059e+00 -8.4129e-01 +2.9046e+00 -5.5334e-01
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.534781013e+02 +2.534781013e+02 +2.571881013e+02 +2.571881013e+02 +2.1132e+00 -1.6811e+00 -4.5625e+00 +4.6293e+00 -9.0029e-01 +3.0140e+00 -3.5152e+00 -1.1301e-01 +2.9307e+00 +4.8024e+00 +3.6287e+00 +4.0076e+00 -8.3285e-03 -2.5184e-01 +2.2152e-01 -4.8766e+00 -6.6867e-01 +3.6085e+00 -2.4010e+00 +3.0412e+00
2 +1.309635329e+02 +1.309635329e+02 +1.346735329e+02 +1.346735329e+02 +8.2392e-03 +3.1319e+00 +1.0162e+00 -1.9036e+00 -1.1512e+00 +1.1090e+00 +2.7865e-01 +4.9384e+00 -9.0520e-01 -4.9129e+00 -1.6673e+00 -3.4768e+00 -8.5256e-01 -5.3400e-01 +5.7538e-01 -2.3983e+00 +8.1925e-01 -7.9184e-01 -9.0140e-01 +3.5839e+00
144 +7.846456237e+01 +7.846456237e+01 +8.217456237e+01 +8.217456237e+01 +4.4817e+00 +1.4415e-01 -1.0789e+00 -1.1625e-01 -2.2382e+00 -2.5655e+00 +4.6934e-01 +4.6489e+00 +2.2396e-01 -2.8505e+00 +1.9154e+00 -3.9147e-01 -1.3657e-01 +3.3745e-01 -1.7251e+00 -2.4241e+00 -8.4256e-02 -1.4743e+00 -2.7155e+00 -2.1253e+00
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.098809252e+02 +3.098809252e+02 +4.046609252e+02 +4.046609252e+02 +1.5207e+00 +3.0019e+00 +2.8019e+00 -4.2898e+00 -4.0124e+00 -4.3709e+00 +4.5968e+00 -1.3199e-01 -3.8678e-01 +1.7733e+00 +2.2592e-01 -4.6838e+00 +3.7198e+00 -6.8548e-01 +4.4888e+00 +3.8960e+00 -2.6321e+00 +2.4806e-01 +1.6622e+00 +4.2341e+00
2 +2.490173613e+02 +2.490173613e+02 +3.437973613e+02 +3.437973613e+02 -5.8014e-02 +3.9191e+00 -2.4229e-01 -4.6392e+00 +4.1209e+00 +3.1367e+00 -1.4050e+00 +4.5155e+00 +4.8592e+00 -1.5749e-01 -6.2641e-02 -3.7192e+00 -3.4545e+00 +9.8233e-01 +2.9527e+00 -2.5006e+00 +1.3246e-01 -4.2254e+00 -2.9934e+00 +1.9465e+00
8 +1.525704469e+02 +1.525704469e+02 +2.473504469e+02 +2.473504469e+02 +1.5632e+00 +5.5893e-02 +3.0614e-01 -4.9826e+00 -3.9057e+00 -1.7062e+00 +3.6781e+00 -3.8900e+00 +3.1377e+00 +3.9806e+00 +1.2482e+00 -2.4371e+00 -1.1459e+00 +1.0655e+00 +4.4177e-01 +1.5881e+00 -8.6397e-01 +1.4911e+00 +4.3656e+00 -1.6623e+00
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.500354669e+02 +2.500354669e+02 +4.839554669e+02 +4.839554669e+02 +2.2267e+00 +1.6505e+00 +2.1278e+00 -2.0691e+00 -2.1899e+00 -4.9744e+00 +3.4428e+00 +2.2013e+00 +3.7709e+00 -3.2140e+00 -5.2703e-01 -4.1248e-01 +3.1393e+00 -3.0590e+00 +1.4791e+00 -2.3988e+00 +1.4820e-01 +1.3744e-01 -3.3418e+00 +4.3921e-01
16 +1.124636407e+02 +1.124636407e+02 +3.463836407e+02 +3.463836407e+02 -2.5144e+00 +1.9275e+00 -9.2530e-01 -2.9572e+00 -1.0258e+00 +6.2366e-01 +3.4768e+00 -3.0197e-01 +4.1188e+00 -1.5828e-01 -4.3900e+00 +4.7849e+00 -4.9268e+00 +2.5550e+00 +3.9701e+00 +4.4750e+00 -1.0013e+00 -1.0250e+00 -1.3081e+00 +1.5184e+00
46 +9.957783886e+01 +9.957783886e+01 +3.334978389e+02 +3.334978389e+02 -3.4050e+00 +3.4788e+00 -2.6820e+00 -2.0455e+00 -6.6124e-01 +2.7445e+00 +7.5129e-02 +5.7665e-01 +3.9531e+00 -2.7801e+00 +8.8108e-02 -2.2067e+00 +4.4313e-01 +3.1310e+00 -1.9305e+00 +3.1782e+00 -2.6522e+00 +2.5402e+00 -1.9156e+00 -4.8749e-01
% function evaluation | noise-free fitness - Fopt (-6.092000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.606617219e+02 +3.606617219e+02 +2.997417219e+02 +2.997417219e+02 -9.9874e-01 +3.6910e+00 -1.8519e+00 -1.8111e+00 +4.4105e+00 +4.7811e+00 +3.8049e+00 -1.8768e+00 +1.8934e+00 -4.1919e+00 +4.5861e+00 -1.0702e+00 +4.1101e+00 -1.5693e+00 +1.7784e+00 -2.0062e+00 -3.8229e+00 -3.6852e+00 -4.1661e-02 +3.3276e+00
2 +1.633557497e+02 +1.633557497e+02 +1.024357497e+02 +1.024357497e+02 -1.6983e+00 -2.4223e+00 +1.4644e+00 -2.3060e+00 -1.6502e+00 -2.5167e-01 +2.2132e-01 +2.4286e+00 +6.7217e-01 +4.4772e+00 -2.1824e+00 -1.0395e+00 -8.1125e-01 -1.8083e+00 +3.2357e+00 -1.4827e+00 +9.3136e-01 +4.2529e+00 +2.0918e+00 +1.2760e+00
7 +8.134165950e+01 +8.134165950e+01 +2.042165950e+01 +2.042165950e+01 +4.8085e-01 -4.3404e-01 +5.5110e-01 +8.7335e-01 -2.3796e+00 +1.5896e+00 -8.8628e-01 +1.7571e+00 -3.0830e+00 -2.7966e+00 -2.4651e-01 +3.3340e+00 +2.7897e-02 +1.4152e+00 -2.8567e+00 -4.0225e+00 +2.9190e+00 +2.2061e+00 +5.2362e-01 +1.5666e+00
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.780982836e+02 +2.780982836e+02 +2.586182836e+02 +2.586182836e+02 -3.6545e+00 +1.8592e+00 +2.8457e+00 +1.6158e-01 +4.0125e+00 -2.8476e-01 -2.1437e+00 +1.1128e+00 -3.6881e+00 +2.0936e+00 +3.3669e+00 +4.6716e+00 +1.2826e+00 -4.9504e+00 -3.6663e+00 -4.5895e+00 -3.1438e+00 +2.3641e+00 +1.2472e+00 +2.0545e+00
2 +2.490700428e+02 +2.490700428e+02 +2.295900428e+02 +2.295900428e+02 -3.8108e-03 +4.0331e-01 +2.2234e+00 +2.3354e+00 -1.2781e+00 -1.0706e+00 +3.4114e+00 -1.9591e+00 -2.9607e+00 +3.3651e+00 -3.4431e+00 -3.7017e+00 -4.0628e-02 -4.5767e+00 -1.2495e+00 -1.0365e+00 +2.7626e-01 -4.0985e+00 -1.3480e+00 -2.8260e+00
10 +1.248954025e+02 +1.248954025e+02 +1.054154025e+02 +1.054154025e+02 +1.4665e+00 +1.5778e+00 +8.4157e-01 -2.1919e+00 -2.0519e+00 +4.0323e+00 -2.5931e+00 -4.5345e+00 +2.0497e+00 -2.0639e+00 -3.3559e+00 -2.1989e+00 +4.9012e+00 +3.5593e+00 +2.0381e+00 -4.3860e+00 -1.4023e+00 +3.9049e+00 -3.0128e+00 +3.3001e+00
% function evaluation | noise-free fitness - Fopt (1.344700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.318461974e+02 +4.318461974e+02 +5.663161974e+02 +5.663161974e+02 +2.7347e+00 -1.0123e+00 +4.9733e+00 +4.3073e+00 +4.5791e+00 -4.0826e+00 +7.5397e-02 +2.0086e+00 +4.1932e+00 +1.4585e+00 -2.6026e+00 -2.6765e+00 +3.9601e+00 +2.6885e+00 +2.5834e+00 +1.1796e-01 -2.9013e+00 -4.6238e+00 -4.4460e+00 -1.1379e+00
2 +3.449461162e+02 +3.449461162e+02 +4.794161162e+02 +4.794161162e+02 -3.3034e-02 +3.5959e+00 +4.5902e+00 -2.3759e+00 -6.2064e-01 -2.6435e-02 -4.0564e+00 -2.1813e+00 +4.1637e+00 +4.1506e+00 -2.4875e+00 +2.5398e+00 -1.1092e+00 -2.7396e+00 +3.1021e+00 -3.5457e+00 +1.7973e+00 +4.7063e+00 -4.0762e+00 -2.1257e+00
3 +2.401162399e+02 +2.401162399e+02 +3.745862399e+02 +3.745862399e+02 -1.6211e+00 +1.2574e+00 -1.4349e+00 -2.1127e+00 +1.7188e+00 -7.0441e-01 +7.9938e-01 -8.3127e-02 -1.7382e+00 +3.9086e-01 -4.3542e+00 -1.4182e+00 -1.2195e+00 +1.6496e+00 +6.5676e-01 -7.1161e-01 +3.0754e+00 -1.9365e+00 +4.7640e+00 -3.4798e+00
67 +1.421754017e+02 +1.421754017e+02 +2.766454017e+02 +2.766454017e+02 -4.2034e+00 +4.3295e+00 +3.8554e-01 +1.7408e+00 -2.3067e+00 +6.5316e-01 -1.4097e+00 -3.3023e+00 -2.3593e+00 +1.6546e+00 +2.7912e-01 -1.4163e+00 +1.1861e+00 +1.7564e+00 -4.6649e+00 -2.3590e+00 -1.1555e+00 +2.9886e+00 -6.9711e-01 +2.9904e+00
% function evaluation | noise-free fitness - Fopt (4.453500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.397948050e+02 +3.397948050e+02 +7.851448050e+02 +7.851448050e+02 -4.7677e+00 +2.9790e+00 +2.2322e+00 -1.7497e+00 -4.8499e+00 +4.3198e+00 +1.0224e+00 -3.5034e+00 +3.8059e+00 +3.7773e+00 +4.1400e+00 -2.5921e+00 +1.2416e+00 +1.5755e+00 +6.8969e-01 +4.1656e+00 +4.2657e+00 -2.5538e+00 +2.8149e+00 -3.0199e+00
3 +2.089478951e+02 +2.089478951e+02 +6.542978951e+02 +6.542978951e+02 +2.6010e+00 +4.6819e+00 -2.0473e+00 -2.0475e+00 -3.6398e-01 -1.0730e+00 +2.0464e+00 -2.3320e+00 +2.4653e-01 -1.9772e+00 +2.2917e+00 +4.4525e+00 +2.8887e+00 -1.3811e-01 -7.9962e-01 +1.1457e+00 +4.4809e+00 +5.3594e-01 +1.4275e+00 +2.4961e+00
102 +1.032977662e+02 +1.032977662e+02 +5.486477662e+02 +5.486477662e+02 -1.2099e+00 -2.8478e-01 +7.0766e-01 -1.1483e+00 +4.7784e+00 -4.6527e-01 +5.5662e-01 -1.3447e+00 +5.4783e-01 +1.1457e+00 -2.5022e-01 +3.0390e+00 -1.6982e+00 -4.2935e+00 +2.4215e+00 -2.5151e+00 +6.4257e-02 +1.5061e+00 +2.7875e+00 +3.8395e+00
