% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
15 +3.103877794e+05 +3.103877794e+05 +3.093877794e+05 +3.093877794e+05 +1.8832e+00 +6.8734e-01 +1.5028e-01 +3.8449e+00 +6.6189e-01 -4.3869e+00 -3.2184e-02 -3.4010e+00 -3.9569e+00 +3.5915e+00 +3.3877e+00 -3.3105e+00 -7.3224e-01 +1.0318e+00 +1.5207e+00 +2.5499e+00 -4.0667e+00 +5.6008e-01 -2.4592e+00 +4.2156e+00
195 +2.432004278e+05 +2.432004278e+05 +2.422004278e+05 +2.422004278e+05 +3.9671e+00 +2.3898e+00 -1.4127e+00 -3.7536e+00 -1.3268e+00 -2.3372e+00 -1.6730e+00 -8.9306e-02 +2.6878e+00 -3.8850e+00 +2.3256e+00 -4.1271e+00 -3.4630e+00 +1.6064e+00 -8.5501e-01 -1.1925e+00 -4.3911e+00 +1.9170e+00 -2.5717e+00 +3.0466e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.355461093e+06 +1.355461093e+06 +1.355593013e+06 +1.355593013e+06 -1.4719e+00 +3.7600e+00 +1.8690e+00 -9.8008e-01 +2.1395e+00 +4.5722e+00 +4.9627e+00 -3.7151e+00 +1.3086e+00 +4.0571e+00 -2.3410e+00 +2.6048e+00 -9.4475e-02 +2.9074e+00 +4.7018e-01 -9.4241e-01 +1.6522e+00 +1.1123e+00 -3.2037e-01 +1.2902e+00
27 +9.744317547e+05 +9.744317547e+05 +9.745636747e+05 +9.745636747e+05 -1.9336e+00 -2.7502e+00 -3.3118e+00 +1.3503e+00 -1.0863e+00 -2.3422e+00 -1.3660e+00 -1.2247e+00 -4.4984e+00 -7.8484e-01 -4.3335e+00 +3.2416e+00 +9.5615e-01 -5.8960e-01 +3.6988e+00 -3.0525e+00 -8.3255e-01 +3.8678e+00 +9.6648e-01 -1.9298e+00
33 +5.857358422e+05 +5.857358422e+05 +5.858677622e+05 +5.858677622e+05 +3.7290e-01 +6.7300e-01 -4.6827e+00 -3.2001e+00 +1.4689e+00 +6.1477e-01 -4.7997e+00 +2.3483e+00 +8.5518e-01 +1.4430e+00 -3.6320e+00 +1.6637e-01 -4.3879e+00 +1.9494e+00 +8.5721e-01 +2.9484e+00 -1.7001e-01 -3.7363e+00 -3.1845e+00 +2.4646e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.252312317e+05 +7.252312317e+05 +7.258220717e+05 +7.258220717e+05 -3.9204e+00 +2.0553e+00 -3.5983e+00 +1.5173e+00 +1.2990e+00 +3.5242e+00 +2.1952e+00 -4.8519e+00 -1.6115e+00 -2.2635e-01 -4.3321e+00 -7.0277e-01 -3.3558e+00 +2.9621e-01 +3.3653e+00 -2.7694e+00 +4.2644e+00 -1.6382e+00 +1.8336e+00 -8.6575e-01
2 +4.344949620e+05 +4.344949620e+05 +4.350858020e+05 +4.350858020e+05 +4.6789e+00 -1.0200e+00 -3.3531e+00 +2.4613e+00 -1.1854e+00 -4.3794e+00 -1.4309e+00 -2.0699e+00 +2.7810e+00 +3.1149e+00 -3.2483e-01 -3.2034e+00 -4.0432e+00 -1.7793e+00 -1.5854e+00 -9.6621e-01 -2.8676e+00 +1.1680e+00 -1.2253e+00 +1.8753e+00
4 +1.809990863e+05 +1.809990863e+05 +1.815899263e+05 +1.815899263e+05 -2.6805e+00 -2.6209e+00 +2.7144e+00 +2.2788e+00 -1.8882e+00 -1.6957e+00 -4.1326e+00 -3.1957e+00 +4.3505e+00 +3.8656e+00 +3.0032e+00 +1.4255e+00 -2.2560e+00 +1.3930e+00 +3.0999e+00 -1.4699e+00 -2.2153e+00 -4.4372e-01 -1.9573e+00 -1.8588e+00
20 +1.075960535e+05 +1.075960535e+05 +1.081868935e+05 +1.081868935e+05 -2.7456e+00 +3.5852e-01 +4.6586e+00 +3.1919e+00 +4.5896e+00 -3.0149e+00 +1.1701e+00 -6.5160e-01 -2.6506e-01 +2.4020e+00 +5.8945e-01 -3.5593e+00 +2.8855e+00 +3.4814e+00 +4.5026e+00 -5.7773e-01 -4.0801e+00 -5.9333e-01 +3.4432e+00 +4.4579e-01
189 +1.451739280e+04 +1.451739280e+04 +1.510823280e+04 +1.510823280e+04 -4.8504e+00 -6.7255e-01 +3.3119e+00 +4.5538e+00 +2.6567e+00 -4.9159e-01 +3.7022e+00 +9.5114e-01 +4.7350e+00 +6.3359e-01 -3.9708e+00 -3.8561e+00 +1.0647e+00 -1.1157e+00 +4.0071e+00 +4.9217e+00 -4.9222e+00 +3.0863e-01 +2.3547e+00 +3.8860e+00
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.877160161e+05 +8.877160161e+05 +8.877032161e+05 +8.877032161e+05 +4.9091e+00 -8.5069e-01 -2.3352e+00 +3.1681e+00 -3.4375e+00 +2.9910e+00 +3.6669e+00 -1.1784e+00 +1.9055e+00 +1.2898e+00 -2.7800e+00 -3.7927e+00 +7.0075e-02 +1.0995e+00 -4.3857e+00 -2.8005e+00 +2.0624e-02 -1.0204e+00 +1.5801e+00 -1.7899e+00
2 +5.889628041e+05 +5.889628041e+05 +5.889500041e+05 +5.889500041e+05 -2.1946e+00 -2.8485e+00 +8.5890e-01 -3.7953e+00 +4.2219e+00 +4.1042e+00 +1.9967e+00 -1.0016e+00 -2.6786e+00 -1.4764e+00 +1.0833e+00 -4.3664e+00 -4.0510e+00 +1.3260e-01 +4.6646e+00 +2.0767e+00 +2.4978e+00 +3.3129e+00 +3.4240e+00 +2.8933e+00
15 +2.361851873e+05 +2.361851873e+05 +2.361723873e+05 +2.361723873e+05 +7.0231e-01 -3.5124e+00 -1.8992e-01 +1.6362e+00 -4.3875e+00 +2.2884e+00 +3.7612e+00 -2.1670e+00 -7.5705e-01 -1.1303e+00 +9.3883e-01 +4.1779e-01 -1.2060e+00 -5.1728e-01 +3.2975e+00 -4.7666e+00 +2.3036e+00 +3.1330e+00 +2.8451e+00 -4.2241e+00
% function evaluation | noise-free fitness - Fopt (-1.061000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.785214852e+05 +5.785214852e+05 +5.785108752e+05 +5.785108752e+05 -4.3529e+00 +4.4697e+00 +1.8776e+00 +2.4431e+00 -2.2535e+00 -1.8031e+00 +3.7509e+00 +4.3448e+00 +3.1352e+00 +2.0666e+00 -4.5716e+00 +1.8760e+00 +2.9201e+00 +2.0592e+00 -1.9826e+00 -4.1602e+00 -3.4329e+00 +3.4249e+00 -1.8438e-01 +3.3777e+00
87 +3.146294080e+05 +3.146294080e+05 +3.146187980e+05 +3.146187980e+05 +3.5684e+00 -6.0500e-01 -4.0326e+00 +3.3639e+00 -6.6361e-01 -2.7334e+00 +3.3782e+00 +1.0837e+00 +1.9128e+00 +4.2136e+00 -1.5009e+00 -2.5800e+00 -1.2807e-01 +1.6315e+00 -3.3194e+00 -2.7474e+00 +1.6674e+00 +4.5657e-01 +2.2124e+00 +1.8314e+00
187 +2.302767664e+05 +2.302767664e+05 +2.302661564e+05 +2.302661564e+05 +1.2109e+00 -3.9453e+00 -9.6652e-01 -2.4507e+00 +2.0126e+00 +7.8839e-01 +2.5075e-01 +4.8151e+00 -1.4527e+00 +4.9495e+00 -1.5137e+00 -4.9635e+00 -1.4813e+00 +1.4262e+00 +4.9223e+00 -4.1189e+00 -4.1016e+00 +2.5663e+00 +2.7236e+00 -1.6695e-01
% function evaluation | noise-free fitness - Fopt (-1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.215067754e+05 +9.215067754e+05 +9.213223754e+05 +9.213223754e+05 -1.0069e+00 -2.7772e+00 +1.2710e+00 -3.5895e+00 -3.4736e+00 -2.5096e+00 +2.1601e+00 -2.9354e+00 +3.0165e+00 -3.3298e+00 -4.2067e+00 -3.1928e+00 +3.4459e+00 +1.7229e+00 -3.5555e+00 -4.2898e+00 +1.0680e-01 -2.3476e+00 -3.2751e+00 +4.2521e+00
4 +3.059599036e+05 +3.059599036e+05 +3.057755036e+05 +3.057755036e+05 +1.8099e-02 -3.9028e+00 +3.9092e+00 +3.1178e+00 +3.5473e+00 -2.3935e+00 -4.1432e+00 -4.7048e+00 -3.1446e+00 +1.9578e+00 -4.7763e+00 -6.2007e-01 +4.0861e+00 +3.1376e+00 -3.7996e+00 +1.3279e+00 +4.8188e+00 -3.7442e+00 +4.6433e+00 +1.3191e+00
% function evaluation | noise-free fitness - Fopt (-5.188000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.048375174e+06 +2.048375174e+06 +2.048323294e+06 +2.048323294e+06 -2.9885e+00 +3.4457e+00 -1.3505e+00 -8.1760e-01 +3.4995e+00 -1.7129e+00 +8.4297e-01 +8.2815e-01 -2.7779e+00 +4.1481e+00 -3.3744e+00 -1.5946e+00 +2.8771e+00 +1.3241e+00 +4.4161e+00 +7.8277e-01 +4.2790e+00 -2.7765e+00 +3.5921e+00 +4.5246e+00
2 +1.092392848e+06 +1.092392848e+06 +1.092340968e+06 +1.092340968e+06 +1.8402e+00 +2.8496e+00 -2.1716e+00 +1.3513e+00 -5.1022e-01 -1.5191e+00 +4.6723e+00 +3.1849e-01 -1.7420e+00 +3.1732e+00 +1.1100e+00 -2.9009e+00 -2.8963e+00 -2.1583e+00 +1.2530e-01 +2.5326e+00 -3.9636e+00 -3.6616e+00 -3.4135e+00 -1.8111e+00
18 +6.974843178e+05 +6.974843178e+05 +6.974324378e+05 +6.974324378e+05 -4.8315e+00 +8.3928e-01 +2.1421e-01 +1.3712e+00 +2.0225e+00 -1.6688e+00 +1.0097e-01 +2.7091e+00 -1.4448e+00 +2.8901e-01 +6.0710e-01 +9.5436e-01 +2.2426e+00 +1.1500e+00 -2.3146e+00 -3.1025e+00 -3.2651e+00 -2.5834e+00 -3.6136e+00 +6.6462e-01
49 +5.015835583e+05 +5.015835583e+05 +5.015316783e+05 +5.015316783e+05 +2.1078e+00 -4.7748e+00 +4.2449e-01 +3.7886e+00 -3.3245e+00 -7.7352e-01 +3.3498e+00 -1.5285e+00 +2.3490e+00 -1.4260e+00 +8.2714e-01 -3.0767e+00 +4.2220e+00 -2.7912e+00 -3.3984e+00 -8.2891e-01 -4.9752e+00 -9.0764e-01 -3.7650e+00 -4.8000e+00
% function evaluation | noise-free fitness - Fopt (6.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.173107757e+06 +2.173107757e+06 +2.173177557e+06 +2.173177557e+06 +2.1486e+00 +1.1492e+00 +4.2884e+00 +3.3466e+00 +4.0720e+00 -4.3314e+00 +1.1010e+00 -4.9207e-01 -2.3978e+00 +4.3607e+00 -3.0837e+00 -2.6827e+00 -5.7014e-01 -3.7813e+00 +2.0816e+00 -4.0440e+00 +2.9681e+00 -1.0018e-01 -3.8786e+00 +2.2198e+00
3 +1.079497246e+06 +1.079497246e+06 +1.079567046e+06 +1.079567046e+06 +1.8506e+00 -8.1512e-01 +4.9168e+00 +1.5012e+00 -9.6751e-01 -6.2181e-01 +1.6442e+00 +1.6569e+00 +4.4644e+00 +3.7705e+00 -2.2836e+00 -3.1397e+00 +4.9272e+00 +3.8153e+00 -1.6746e+00 -2.6084e+00 +6.7594e-01 -4.9120e+00 -4.3926e+00 -3.5492e+00
13 +6.602466453e+05 +6.602466453e+05 +6.603164453e+05 +6.603164453e+05 +9.5713e-01 -4.2846e+00 +3.0954e+00 -2.0167e+00 +2.5282e+00 +5.4206e-01 +4.7679e+00 +3.1045e+00 +8.1837e-01 -4.9281e+00 -1.8027e-01 -3.3352e+00 +2.6614e+00 +2.0298e-01 +3.7946e+00 -4.4086e-01 -3.1190e+00 -2.1208e+00 -2.3984e+00 -2.1903e+00
24 +5.042246991e+05 +5.042246991e+05 +5.042944991e+05 +5.042944991e+05 -1.4357e+00 +4.5880e+00 +2.2303e+00 -3.1080e+00 -9.9634e-01 +1.5720e+00 -3.8926e+00 -2.8727e+00 +2.0002e+00 +1.6686e+00 -1.4175e+00 -4.2918e+00 +9.1307e-01 +3.6328e-01 -1.8185e+00 -2.7518e+00 -1.7360e+00 -3.0041e+00 -2.4093e-01 +7.3780e-01
26 +3.551266401e+05 +3.551266401e+05 +3.551964401e+05 +3.551964401e+05 -2.2547e+00 +2.9693e+00 +1.0001e+00 +3.2181e+00 -2.9244e-01 -4.6999e+00 +2.4836e+00 +3.7345e+00 +2.3985e+00 -2.1753e+00 +3.6430e+00 +5.8777e-01 +2.5825e+00 +1.7843e+00 +1.6304e+00 -4.4070e+00 -3.6330e+00 +3.1297e+00 -4.7399e+00 +8.4910e-01
% function evaluation | noise-free fitness - Fopt (1.105400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.816978139e+06 +1.816978139e+06 +1.817088679e+06 +1.817088679e+06 +1.8529e+00 +1.9646e+00 +4.6106e+00 -3.4799e+00 -4.8333e+00 -7.9994e-01 -3.3940e+00 -1.8904e+00 +3.7143e+00 -1.7798e+00 -4.8581e+00 +1.3200e+00 -4.7231e-01 -4.6450e+00 +3.9676e+00 +2.4137e+00 -1.6469e+00 -3.4019e+00 +3.6195e+00 -3.0172e+00
3 +1.148283087e+06 +1.148283087e+06 +1.148393627e+06 +1.148393627e+06 -2.8412e+00 -7.7837e-01 +1.7545e-01 +4.7506e+00 -4.6561e+00 +4.4476e+00 -4.9568e+00 -3.4021e+00 -4.8031e+00 -3.7861e+00 +6.2809e-01 -1.7241e+00 +1.4916e+00 -2.4569e+00 -5.9173e-01 -3.7180e+00 -6.4462e-01 +1.8947e-02 -2.9259e+00 +2.9159e+00
6 +5.605598837e+05 +5.605598837e+05 +5.606704237e+05 +5.606704237e+05 +4.5973e+00 +2.7378e+00 -3.0734e+00 +2.4511e+00 +4.5805e+00 +1.5623e+00 -3.6948e-01 -1.6092e+00 +1.2064e+00 -8.9803e-01 +2.2274e+00 -2.2932e+00 +6.1895e-01 -1.7496e+00 -6.5081e-01 -3.1261e+00 -4.5004e+00 +3.4672e+00 +2.2250e+00 +1.1654e-01
125 +3.509763872e+05 +3.509763872e+05 +3.510869272e+05 +3.510869272e+05 +4.9734e+00 +2.0214e-01 +4.5496e+00 +5.5254e-02 +6.4687e-01 -4.3365e+00 -1.5594e+00 +2.5890e+00 +7.5207e-01 -1.2324e-01 +1.1483e+00 -3.8773e+00 -4.5060e+00 -2.2057e+00 +2.2609e-01 +5.5582e-01 +1.5382e+00 +9.3099e-01 +2.3468e+00 +1.9764e+00
% function evaluation | noise-free fitness - Fopt (6.121000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.454000516e+05 +5.454000516e+05 +5.460121516e+05 +5.460121516e+05 +2.2673e+00 -8.0305e-02 +3.4320e+00 -1.8401e+00 -2.0879e+00 +4.1640e+00 +1.6280e+00 +3.6778e+00 +4.8783e-02 +2.4328e+00 -2.2472e+00 +2.1082e+00 -8.4240e-02 +1.8547e+00 +3.3813e+00 -2.4198e+00 -3.3881e+00 +2.0840e+00 -4.1651e+00 -2.2439e+00
26 +3.953635841e+05 +3.953635841e+05 +3.959756841e+05 +3.959756841e+05 -2.4224e+00 +2.7745e+00 +4.6895e+00 -4.9138e+00 -1.4949e+00 +6.9140e-02 -4.7569e+00 +2.3678e+00 -2.5633e+00 -2.7238e+00 -1.0535e+00 +3.0740e+00 +3.3050e+00 -1.4202e+00 +2.8480e+00 +2.0569e+00 +1.1902e-01 +7.6093e-01 -3.9471e+00 +3.7574e+00
61 +1.945493614e+05 +1.945493614e+05 +1.951614614e+05 +1.951614614e+05 +9.1160e-02 -3.6563e+00 -1.9627e+00 -2.6183e-02 -1.5057e-01 +3.6053e+00 -1.8074e-01 +8.2495e-01 +1.0296e+00 -1.8818e+00 -3.9569e-01 +4.3548e+00 +4.7843e+00 -4.0568e+00 +2.7582e+00 -4.8016e-01 -1.8754e+00 +7.2541e-01 +1.3332e+00 -1.3165e+00
% function evaluation | noise-free fitness - Fopt (-4.657200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.722265257e+05 +4.722265257e+05 +4.717608057e+05 +4.717608057e+05 -3.9042e+00 +2.3871e+00 -2.1515e-01 -1.8772e+00 +3.5769e+00 -3.5462e+00 +4.3986e+00 -2.7786e+00 -1.1191e+00 +4.5566e+00 +2.9027e+00 +2.3806e+00 +1.8633e+00 +1.1968e+00 +8.9304e-02 -4.2714e+00 -3.2547e-01 +4.2684e+00 +1.0005e+00 -1.0654e+00
68 +3.485950697e+05 +3.485950697e+05 +3.481293497e+05 +3.481293497e+05 -3.4556e+00 -3.9293e+00 +2.1039e-01 -1.4740e-01 +4.7642e+00 -3.5662e+00 +1.5010e+00 +3.0947e-01 +4.3215e+00 -4.2402e+00 +3.9827e+00 +4.9602e+00 -4.9489e+00 -6.3329e-01 +4.4137e+00 -4.6916e+00 -2.0317e+00 +2.6228e+00 -3.6009e-01 +2.3270e+00
91 +2.225410286e+05 +2.225410286e+05 +2.220753086e+05 +2.220753086e+05 -2.3412e+00 +1.7580e-01 +3.1518e+00 -3.4403e+00 -3.8570e-02 -2.4168e+00 +1.6559e+00 -1.2485e+00 +2.2808e+00 +1.3519e+00 +2.5558e+00 +3.9269e+00 +4.9588e+00 -1.8678e+00 -5.4383e-01 +2.6599e+00 +1.8650e+00 -5.2994e-01 -2.0632e+00 +1.8855e+00
152 +1.566951481e+05 +1.566951481e+05 +1.562294281e+05 +1.562294281e+05 -3.7297e+00 +2.8695e+00 +4.6934e+00 -1.4346e+00 +3.2992e+00 -1.2284e+00 +2.4700e+00 -2.5338e+00 -1.4738e+00 -2.5041e+00 +4.9498e+00 +2.5203e+00 -3.7026e+00 -2.9505e+00 +5.7091e-01 +3.6734e+00 -3.2802e+00 +1.5763e+00 +3.8387e+00 +8.5754e-01
% function evaluation | noise-free fitness - Fopt (1.306000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.083117167e+06 +1.083117167e+06 +1.083130227e+06 +1.083130227e+06 -3.3241e+00 -1.5281e+00 +3.8930e+00 -1.2614e+00 +1.9801e+00 -2.8263e+00 +2.7714e+00 +2.0520e+00 -2.9675e+00 -3.7406e+00 -1.5708e+00 -2.6969e-01 -2.6308e+00 +4.9847e+00 +3.2360e+00 +1.6675e+00 +4.6517e+00 +4.1354e+00 +3.9711e+00 -1.5513e+00
2 +8.291429675e+05 +8.291429675e+05 +8.291560275e+05 +8.291560275e+05 -2.7325e+00 -4.9660e+00 +4.3239e+00 +2.6184e+00 +4.9982e+00 +3.9817e+00 +6.3875e-01 +8.5115e-01 +3.7291e+00 -3.3503e+00 -3.1779e+00 -1.4644e+00 +1.1582e+00 -1.6755e+00 +4.1665e+00 +3.9276e-01 -1.4575e+00 -2.6966e+00 -8.3880e-01 +7.2755e-01
3 +4.278160682e+05 +4.278160682e+05 +4.278291282e+05 +4.278291282e+05 +3.9109e+00 -2.7935e+00 +2.2210e+00 +1.3737e+00 -3.9546e+00 -3.2227e-01 +1.8269e+00 +2.6599e+00 +8.9754e-01 +1.9284e+00 -1.4092e+00 -4.8447e+00 +1.1444e+00 -2.7030e+00 +3.5174e+00 -6.2482e-01 +2.6409e+00 -4.1874e+00 +1.3171e-01 -4.2711e+00
57 +3.379028905e+05 +3.379028905e+05 +3.379159505e+05 +3.379159505e+05 -1.7122e+00 +4.1070e+00 -2.6083e+00 -1.9696e+00 +1.2876e+00 -4.6903e-01 -2.3866e+00 -6.7128e-01 -3.2307e+00 +1.8231e+00 +2.4813e+00 -4.5079e+00 -1.3267e+00 +4.1392e+00 -3.9125e+00 -8.2508e-01 -4.0351e+00 +2.8893e+00 +3.0166e+00 -2.2798e+00
171 +7.369409224e+04 +7.369409224e+04 +7.370715224e+04 +7.370715224e+04 +3.4605e+00 -2.2369e+00 -5.8620e-01 +2.0929e+00 +1.8006e+00 -2.6324e+00 +4.1907e+00 -1.4386e+00 -3.5893e+00 -4.9497e+00 +5.4833e-01 -3.5569e+00 -2.6832e+00 +4.6313e+00 +1.1720e+00 -1.1022e+00 -4.2675e+00 +1.9042e+00 +4.8172e+00 -4.2076e+00
% function evaluation | noise-free fitness - Fopt (2.655000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.712799834e+06 +1.712799834e+06 +1.712826384e+06 +1.712826384e+06 +1.1749e-01 +4.0133e+00 +3.2884e+00 -4.5596e+00 +4.1903e+00 -4.3193e+00 +2.9545e+00 -4.9397e+00 +1.9651e+00 -2.8050e+00 +1.0057e+00 +2.5469e+00 -2.0781e+00 +1.2790e+00 -1.0618e+00 +4.2526e+00 -1.1224e+00 +8.2169e-01 -3.8038e+00 -7.7250e-01
2 +8.497730727e+05 +8.497730727e+05 +8.497996227e+05 +8.497996227e+05 -2.6922e+00 -1.4744e+00 +1.9449e+00 +1.2601e+00 -2.0823e+00 +3.2332e+00 -3.7328e+00 -6.7537e-01 -5.5437e-01 +3.4153e+00 +4.2734e+00 +4.6624e+00 +3.0414e+00 +3.7838e+00 -4.8608e+00 +1.4758e+00 +2.0768e+00 +4.8402e+00 +2.8413e+00 -4.8025e+00
4 +5.762862059e+05 +5.762862059e+05 +5.763127559e+05 +5.763127559e+05 -1.9819e+00 -4.2747e+00 -3.4291e-01 +1.9908e+00 +1.7341e+00 +3.9950e+00 -2.7208e+00 -2.7231e+00 +2.4027e+00 +2.1194e+00 -1.6403e+00 +1.4732e+00 +2.4496e+00 +4.8348e-01 -2.0702e+00 +1.8193e+00 +1.9569e+00 +4.2376e+00 -3.5528e+00 -4.9193e+00
124 +2.303497985e+05 +2.303497985e+05 +2.303763485e+05 +2.303763485e+05 -6.4867e-01 -3.5052e+00 -2.5847e-01 +7.3613e-01 +6.6548e-01 +5.5712e-01 -2.6266e-01 +3.1045e+00 +1.7297e+00 -1.4185e+00 -2.6201e+00 -1.9078e+00 +2.3427e+00 -3.1424e+00 -2.9535e+00 +1.0133e+00 -2.6150e+00 +3.0059e+00 +2.6529e+00 +3.4296e+00
