% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
34 +7.434266068e+04 +7.434266068e+04 +7.439017068e+04 +7.439017068e+04 -4.2788e-01 +5.5841e-01 -4.9722e-01 +4.1300e-01 +2.8929e+00 -1.8345e+00 -3.2226e+00 +3.0208e+00 -2.9445e+00 -2.4500e-01 +6.5757e-01 +7.4912e-01 +2.9959e+00 -2.6288e+00 +2.3125e+00 -2.7787e+00 -1.5531e+00 -2.7955e+00 -2.7557e+00 -1.4736e+00
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.555232163e+05 +7.555232163e+05 +7.555785563e+05 +7.555785563e+05 -4.7957e+00 -2.0716e+00 -3.3557e+00 -2.8830e+00 +2.5989e+00 -1.1222e+00 +4.4701e+00 -3.4283e+00 -4.7848e+00 -1.9042e+00 -3.9693e+00 +2.5887e+00 -1.7625e+00 -5.4784e-01 +2.3380e+00 +4.9856e+00 +1.3038e+00 -3.5494e+00 +3.8074e+00 -2.4544e+00
2 +8.068068410e+04 +8.068068410e+04 +8.073602410e+04 +8.073602410e+04 -1.4158e+00 -3.1518e+00 -1.8035e+00 +2.0052e-01 +3.5644e+00 +3.0601e+00 -2.8294e+00 -4.6445e-01 -1.4134e+00 -3.4526e+00 -1.4332e+00 +7.6405e-01 -1.8987e+00 -2.6674e+00 +2.9808e+00 +2.8152e+00 +2.5075e+00 -3.8240e+00 +1.3312e+00 -1.2013e+00
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.601941146e+05 +5.601941146e+05 +5.601037846e+05 +5.601037846e+05 +4.1282e+00 +2.6881e+00 -9.0849e-01 -1.6435e+00 +1.3828e+00 +2.4886e+00 -4.1814e+00 -4.6405e+00 -2.6197e+00 +3.0948e+00 +3.8615e+00 -4.8500e+00 -2.1559e+00 +2.2929e+00 +4.2021e+00 -2.4898e+00 +4.1938e+00 +4.4992e+00 -3.8956e-01 +1.5956e+00
3 +3.634328977e+05 +3.634328977e+05 +3.633425677e+05 +3.633425677e+05 +1.3302e+00 -4.1903e+00 -3.3936e+00 -2.5518e-01 -4.3715e+00 -2.3902e+00 +2.9509e+00 -4.4507e-01 -4.7294e+00 +3.4102e+00 +4.6571e+00 -1.0076e+00 -1.5280e+00 +4.6200e+00 -3.5249e+00 +4.2170e+00 +2.5311e+00 +8.4744e-01 +2.0029e+00 +2.1568e+00
4 +2.342188610e+05 +2.342188610e+05 +2.341285310e+05 +2.341285310e+05 -2.5870e+00 -4.5760e+00 -6.8666e-01 -1.6173e+00 +4.3647e+00 +2.4473e+00 -1.8496e-01 -3.8025e-01 +3.4836e-01 +4.8531e+00 -1.5326e+00 -4.5580e-02 -2.0114e+00 +3.3490e+00 -2.5181e+00 +1.7345e+00 -3.4136e+00 -2.5490e+00 -3.1353e+00 +3.4549e+00
42 +1.340648303e+05 +1.340648303e+05 +1.339745003e+05 +1.339745003e+05 -7.1873e-01 +5.1560e-01 -2.1921e+00 +6.5091e-01 -2.1121e+00 -2.7279e+00 +2.6640e+00 -2.8885e+00 +1.1681e+00 -8.8115e-01 -3.3544e+00 -2.6272e-01 +3.1646e-02 +4.2280e+00 +4.4346e+00 +4.3789e+00 +1.0443e-02 -1.1407e+00 -2.1345e+00 +7.3007e-01
53 +7.403280515e+04 +7.403280515e+04 +7.394247515e+04 +7.394247515e+04 -1.2383e-01 -3.7136e+00 +3.7964e+00 +1.8982e+00 +1.3629e+00 -2.2920e+00 +5.8421e-01 +7.6123e-01 +2.1390e+00 +7.7758e-01 +1.8748e+00 -2.1110e+00 -2.3178e+00 +3.7413e+00 -2.4089e+00 +2.1674e+00 +1.9486e+00 -6.7326e-01 -1.3131e-01 -2.1125e+00
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.514912650e+05 +4.514912650e+05 +4.515568750e+05 +4.515568750e+05 +2.2132e+00 +1.2757e+00 -1.0940e+00 -1.2274e+00 -3.2001e+00 +1.4907e+00 -4.1645e+00 +2.8366e+00 +9.1282e-01 +2.1067e+00 -3.2371e+00 +3.5050e+00 -4.8371e+00 -2.1631e+00 -1.9641e+00 +3.9095e+00 +2.3077e+00 -3.8799e+00 +3.7724e+00 +2.6181e+00
4 +3.324103749e+05 +3.324103749e+05 +3.324759849e+05 +3.324759849e+05 +3.4642e+00 -2.3089e+00 +3.7112e+00 +1.9001e+00 +2.8635e+00 -1.0218e+00 +9.3937e-01 -1.3363e+00 -1.3188e+00 -4.0073e-01 -3.9162e+00 +3.1875e+00 +3.8595e+00 -4.1400e+00 -4.7410e+00 -1.0712e+00 -9.0330e-01 -1.0251e+00 -1.9196e+00 +2.8665e+00
8 +1.422292579e+05 +1.422292579e+05 +1.422948679e+05 +1.422948679e+05 +7.2766e-01 +1.2031e+00 +1.6563e+00 +1.9496e+00 -1.9334e-01 +1.9359e+00 +4.3455e+00 +4.0724e+00 +4.7689e+00 +1.8530e+00 -3.1246e+00 +8.5197e-01 -2.8362e+00 +2.8516e+00 -2.8643e-01 -1.1742e+00 -2.0798e+00 -3.7239e+00 +2.9061e+00 -2.5006e+00
22 +8.258250297e+04 +8.258250297e+04 +8.264811297e+04 +8.264811297e+04 +7.5444e-01 +2.9434e+00 -1.3729e+00 -1.0849e+00 +1.5276e+00 +2.2508e+00 -4.6509e+00 -1.5648e+00 -1.2027e+00 -1.5014e+00 -4.6736e-01 +5.6194e-02 +2.3245e+00 +1.6062e+00 +1.0081e+00 -1.8757e+00 +2.1840e+00 -3.4314e+00 +3.4772e+00 +3.9818e-01
120 +6.109464503e+04 +6.109464503e+04 +6.116025503e+04 +6.116025503e+04 -1.7660e+00 -4.8423e-01 +2.2897e+00 -8.6862e-01 +4.4222e+00 -9.3852e-01 -9.9507e-01 -4.1439e+00 +2.4876e-01 +1.5335e+00 -6.4197e-01 +3.4497e-01 -1.9195e+00 +1.9968e+00 +1.7269e+00 -2.2311e+00 -3.3547e+00 -1.4435e+00 +5.5784e-01 -9.0144e-01
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.813325772e+05 +2.813325772e+05 +2.813172172e+05 +2.813172172e+05 +3.2901e+00 +2.2770e+00 +1.2726e-01 +1.5906e+00 -1.2066e+00 -4.5446e+00 +2.4674e+00 -1.7436e+00 -1.1707e+00 -1.3080e-01 -4.5502e+00 +1.2969e+00 +1.2743e+00 -4.1636e+00 +2.2072e+00 +3.1301e+00 +3.4979e+00 -3.1105e+00 -3.7667e+00 -4.5498e+00
12 +2.429868781e+05 +2.429868781e+05 +2.429715181e+05 +2.429715181e+05 +5.9844e-01 -1.3495e-01 -2.1686e+00 -3.1952e+00 +2.5852e-01 +3.6060e+00 -1.0706e+00 -2.1428e+00 +1.6637e+00 -9.4732e-01 -3.5889e+00 -1.0385e+00 -3.9456e+00 -4.3668e+00 +4.3053e+00 +1.8829e+00 -4.6537e+00 +2.7370e+00 +4.6023e+00 +2.1913e-01
56 +5.348253499e+04 +5.348253499e+04 +5.346717499e+04 +5.346717499e+04 -4.8290e+00 +6.0249e-01 +9.9841e-01 -3.4885e+00 -5.5844e-02 -6.6705e-01 -2.4824e+00 -3.1751e-01 -1.7361e-01 -1.5442e+00 -1.0907e+00 -1.2048e+00 +1.0761e+00 -5.4607e-01 -1.4700e+00 +1.3210e+00 -9.3325e-01 -3.0976e+00 -3.4854e+00 +9.7638e-01
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.820503733e+05 +4.820503733e+05 +4.820371933e+05 +4.820371933e+05 +1.4549e+00 +3.5779e+00 +4.7174e+00 -1.6025e+00 +6.3960e-01 -1.2269e+00 -4.5174e-01 -4.2235e+00 -4.9138e+00 -2.7827e+00 +2.2175e+00 +2.3113e+00 -4.9806e+00 +4.2440e+00 -3.8061e+00 +4.4895e+00 -7.6330e-01 -2.0922e+00 +2.1439e+00 +3.6483e+00
2 +2.914822374e+05 +2.914822374e+05 +2.914690574e+05 +2.914690574e+05 -9.5655e-01 +5.6245e-01 +3.8744e+00 +2.5047e+00 -7.3805e-02 +1.8316e+00 +3.7764e-01 +1.2918e+00 +4.2778e+00 +1.9719e+00 -1.1963e+00 -4.6796e+00 -8.4178e-01 -4.5538e+00 -3.3423e+00 +3.8441e-01 -3.7599e+00 +1.8021e+00 +3.0566e+00 -3.1952e+00
3 +1.782043514e+05 +1.782043514e+05 +1.781911714e+05 +1.781911714e+05 +4.7614e+00 -2.2036e+00 -1.6398e+00 +2.8074e+00 -4.7291e+00 -1.5745e+00 -3.8378e-01 -1.7301e+00 -2.9401e+00 -2.5012e+00 -4.8045e+00 +4.7018e+00 -3.4069e-02 -2.8306e-01 +1.0550e+00 +2.6045e+00 +1.5515e+00 +2.5560e+00 +2.1558e+00 +2.0843e+00
22 +1.183142483e+05 +1.183142483e+05 +1.183010683e+05 +1.183010683e+05 -2.0614e+00 +2.6695e+00 +7.0068e-01 -5.0171e-01 -3.8165e+00 +2.1036e-01 +2.7726e+00 -3.7022e+00 -5.2250e-01 -1.6013e+00 -2.7703e+00 -9.9382e-02 +3.4008e+00 -2.4423e+00 +5.2193e-02 +3.5120e+00 -9.8368e-01 +7.5878e-01 +3.6852e+00 -3.1921e+00
63 +9.509740137e+04 +9.509740137e+04 +9.508422137e+04 +9.508422137e+04 -1.1987e+00 -1.7850e+00 -4.8253e-01 -2.3344e-01 -1.8343e+00 +1.4208e+00 +2.3850e+00 +2.5135e+00 -9.1320e-01 +2.0908e+00 -1.6544e+00 -3.0611e+00 +1.3921e+00 -4.7272e-01 +4.7281e+00 -2.0819e+00 +2.4601e+00 -2.3896e+00 +4.9086e+00 -1.4464e+00
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.740901232e+05 +3.740901232e+05 +3.740296032e+05 +3.740296032e+05 +3.4773e+00 -3.7515e+00 -1.0131e+00 +2.3605e-02 +4.3570e+00 -4.0907e+00 -9.0567e-01 +6.3379e-01 -3.5505e+00 +2.6049e+00 -1.2585e-01 -2.7585e+00 -4.8317e+00 +4.0654e+00 -1.6576e+00 -4.9513e+00 -4.2040e+00 +2.0390e+00 +4.4854e+00 -4.7258e+00
3 +2.400412527e+05 +2.400412527e+05 +2.399807327e+05 +2.399807327e+05 -1.3112e+00 -5.3368e-01 +3.9969e+00 -3.8160e+00 -3.7885e+00 +1.8538e+00 +2.4531e+00 +1.3857e+00 -8.6536e-01 +3.2034e+00 -3.9303e+00 -3.1337e+00 -1.7204e-01 +3.4328e+00 +2.6956e+00 +2.7595e-01 -2.1242e+00 +2.1392e+00 +4.0326e+00 +4.3373e+00
4 +1.269641056e+05 +1.269641056e+05 +1.269035856e+05 +1.269035856e+05 +4.3115e+00 -1.5831e+00 +5.4061e-01 -9.7706e-01 -2.2643e+00 -1.6600e+00 -2.5424e+00 +4.6890e-01 +1.4027e+00 +1.9508e+00 +3.2319e+00 -4.3973e-01 -3.0795e+00 -3.6753e+00 -4.8129e+00 -3.1994e+00 +7.6000e-01 +2.0056e-01 +1.6578e+00 -1.6618e+00
98 +5.626668345e+04 +5.626668345e+04 +5.620616345e+04 +5.620616345e+04 -8.5300e-01 -2.0843e+00 +6.7145e-01 +3.9329e-01 +2.4055e+00 -2.7538e+00 +4.0032e+00 -8.2656e-01 -3.9257e+00 +3.8456e+00 +1.4454e+00 +1.9155e+00 -3.4024e-01 -2.8328e+00 +4.4176e+00 +2.7135e+00 -4.9954e-01 -8.2210e-01 +1.1678e+00 -9.5470e-01
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.130171175e+05 +5.130171175e+05 +5.132015175e+05 +5.132015175e+05 -3.6586e+00 -4.8825e+00 -3.9517e+00 +7.7483e-01 +1.3280e+00 -7.0779e-01 +2.6464e+00 -4.3172e+00 +4.8038e+00 +3.3903e+00 -1.5041e+00 -3.6779e+00 +1.0078e+00 -7.2700e-01 +2.8168e+00 -6.3017e-01 -3.7230e+00 +3.5821e+00 +5.4815e-01 -4.4625e+00
2 +3.799428376e+05 +3.799428376e+05 +3.801272376e+05 +3.801272376e+05 +1.5344e+00 +4.0749e+00 -4.3744e+00 +1.0099e+00 +2.0526e-01 +2.2267e-01 +3.6753e+00 +4.0400e-01 +3.0109e+00 -2.1802e+00 +4.8049e+00 +1.8745e+00 +2.0830e+00 -4.2101e+00 -3.4311e-02 +6.1228e-01 -2.8021e+00 +4.8548e+00 -1.4990e+00 +4.0044e+00
4 +2.335210082e+05 +2.335210082e+05 +2.337054082e+05 +2.337054082e+05 -1.6021e+00 +1.1288e+00 +2.6737e+00 -2.1119e+00 +4.6465e+00 -2.6595e+00 -1.8623e+00 -1.7827e+00 +3.4584e-01 +2.1804e+00 +2.2305e-01 +7.5598e-01 -3.7760e+00 +7.7884e-01 +4.5682e+00 +3.6982e+00 +2.4618e+00 +2.4115e+00 -4.1369e+00 +2.0435e+00
27 +1.388204593e+05 +1.388204593e+05 +1.390048593e+05 +1.390048593e+05 -1.6410e-01 -2.2495e+00 -3.2989e-01 +4.7785e+00 +3.6999e+00 +4.4851e+00 -1.3115e+00 +1.3535e+00 +1.4966e+00 +3.5333e+00 +2.6734e+00 -1.6789e+00 +1.8685e+00 +6.6168e-01 +1.6086e+00 -1.2812e+00 +9.9775e-01 +2.0152e+00 +1.7984e+00 +1.1803e+00
88 +5.629145930e+04 +5.629145930e+04 +5.647585930e+04 +5.647585930e+04 -1.9284e+00 -8.5256e-01 +4.3792e-01 -1.5268e+00 +1.3181e-01 +3.6290e+00 +3.9028e+00 +3.3495e+00 -2.2216e+00 +2.6302e+00 +3.2933e+00 -1.1179e+00 -5.5304e-01 +2.2678e+00 +4.0603e-01 +4.7654e-01 +1.5873e+00 -1.5549e+00 +1.9854e+00 +1.0482e+00
% function evaluation | noise-free fitness - Fopt (2.277700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.323643341e+05 +3.323643341e+05 +3.325921041e+05 +3.325921041e+05 +2.7375e+00 +1.6283e+00 +3.4437e+00 +4.3372e+00 -4.7973e+00 -3.9793e-02 +3.9041e+00 -2.4632e-01 +3.4913e+00 -4.2887e+00 +3.8149e+00 +9.2802e-01 +4.3059e+00 -7.4246e-01 +1.5355e+00 +2.2239e+00 +1.6037e+00 -4.4996e-01 -3.7223e+00 -8.5366e-01
11 +1.865361824e+05 +1.865361824e+05 +1.867639524e+05 +1.867639524e+05 -6.9385e-01 -5.7080e-01 -5.1071e-01 -3.9084e+00 +1.0192e+00 -1.1761e-01 -1.8134e+00 +3.7323e+00 +2.3479e+00 -2.9274e+00 +1.7466e+00 -2.4013e+00 -1.1916e+00 +2.5328e+00 +2.5135e+00 +1.8009e+00 +4.3800e+00 -1.2035e+00 -4.2926e+00 -1.7475e+00
38 +1.272988598e+05 +1.272988598e+05 +1.275266298e+05 +1.275266298e+05 +1.7790e+00 -1.4058e+00 +3.0870e+00 -4.0535e+00 +3.3944e+00 -3.9550e+00 +1.5179e+00 -3.3318e+00 -2.6553e+00 +2.8095e+00 +2.7484e+00 +4.9840e+00 -1.3421e+00 -2.8250e+00 +3.4435e-01 -2.7145e+00 -2.3044e-01 -2.4524e+00 -1.9520e+00 -4.9186e+00
46 +9.538573918e+04 +9.538573918e+04 +9.561350918e+04 +9.561350918e+04 -2.7589e+00 -1.3070e+00 -1.4362e+00 +6.8803e-01 +1.3403e+00 -7.7228e-02 +2.4824e+00 +1.5922e+00 -3.3032e-01 -1.4828e+00 +2.1307e-01 -1.9682e+00 +1.2713e+00 -1.4536e+00 +3.6450e+00 -1.6226e+00 +1.2120e+00 -5.1964e-01 -1.4467e-01 -4.2274e+00
% function evaluation | noise-free fitness - Fopt (9.640000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.475975739e+05 +7.475975739e+05 +7.476939739e+05 +7.476939739e+05 -4.9322e+00 +4.4675e+00 -4.7550e+00 -3.8757e+00 +2.0888e+00 -1.0044e+00 -1.8378e+00 +1.9208e+00 -2.1774e+00 +4.9337e+00 -4.9445e+00 +2.7951e+00 +4.6365e+00 +4.1216e+00 -2.7839e-01 +1.8852e+00 -2.0279e+00 -8.9162e-01 +3.3237e+00 +2.1805e+00
2 +1.175284008e+05 +1.175284008e+05 +1.176248008e+05 +1.176248008e+05 +2.4290e+00 +1.4661e+00 +1.1109e+00 -1.3851e+00 +2.2353e+00 -2.6402e+00 +9.8525e-01 +2.7612e+00 +1.6491e+00 +4.7973e+00 -2.8285e-01 +2.3403e+00 -4.1074e+00 +1.2074e+00 -1.3156e+00 +1.8213e+00 +1.8573e+00 -1.6833e+00 -1.6357e+00 +1.6581e+00
162 +9.261164719e+04 +9.261164719e+04 +9.270804719e+04 +9.270804719e+04 +4.2734e+00 +2.9398e+00 -4.4851e-01 -2.5490e+00 +1.0899e+00 +2.8064e+00 -2.4868e+00 +2.4251e+00 +9.8457e-01 -4.0421e-01 +2.0892e+00 +1.5965e+00 -3.2947e+00 -4.3635e+00 -2.6397e+00 -4.4059e+00 -1.8809e-01 +4.2209e+00 -3.0316e+00 -1.0952e+00
% function evaluation | noise-free fitness - Fopt (-9.045000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.191795556e+05 +3.191795556e+05 +3.190891056e+05 +3.190891056e+05 -5.9848e-01 +2.9680e+00 +3.7250e+00 +1.3740e+00 -4.4874e+00 +1.6894e+00 +1.2318e+00 +2.7556e+00 +3.4069e+00 +4.9571e+00 -4.5715e-01 +4.5161e+00 -2.0259e-01 +2.5887e+00 +3.2685e+00 -1.5178e+00 -4.9667e+00 -2.3247e+00 -2.1017e+00 +3.3501e+00
5 +1.600501061e+05 +1.600501061e+05 +1.599596561e+05 +1.599596561e+05 -4.4956e+00 +2.0069e+00 -7.4542e-01 +3.6135e-01 +1.9093e-01 +2.9206e-01 +3.9390e+00 +1.1699e+00 +4.0165e+00 -1.4065e+00 +4.6489e+00 +1.7010e+00 +2.3393e+00 -2.2777e+00 -1.3008e+00 -2.0304e+00 -5.9821e-02 +1.6362e-01 +1.9976e+00 +7.8269e-01
15 +1.264702540e+05 +1.264702540e+05 +1.263798040e+05 +1.263798040e+05 +3.2976e+00 +3.1646e+00 -9.6146e-03 +1.9858e-01 +3.1302e+00 -2.1662e+00 +2.5976e+00 -5.2808e-01 +1.1436e+00 -4.9534e+00 +3.3495e+00 -7.6293e-01 -1.4114e+00 -4.4160e+00 +8.1296e-01 +1.2311e+00 -9.6869e-01 -1.0001e+00 +3.7785e+00 +7.2138e-01
18 +7.188350930e+04 +7.188350930e+04 +7.179305930e+04 +7.179305930e+04 +9.5199e-01 -2.1127e+00 +3.5021e-01 +1.7960e+00 +3.2498e+00 -5.2245e-01 -3.8341e+00 -2.1789e+00 -3.2807e-01 +1.2072e+00 +4.8035e-01 +1.0908e+00 +1.1315e+00 +3.6463e+00 -4.9377e+00 -1.1674e+00 -3.4821e+00 +1.2498e+00 -9.0316e-01 +3.5408e+00
116 +4.546906312e+04 +4.546906312e+04 +4.537861312e+04 +4.537861312e+04 +1.7955e+00 +1.6313e+00 +3.1768e+00 -6.1242e-02 -2.8978e+00 +1.4103e+00 +4.0515e+00 -2.1827e-01 -2.4984e+00 +1.7948e+00 +1.8898e+00 +5.2703e-01 +1.0376e+00 -1.0867e+00 -6.7508e-01 +3.2054e+00 -2.8852e-01 +1.1161e+00 -5.0638e-01 +3.0447e+00
% function evaluation | noise-free fitness - Fopt (3.995000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.109514815e+05 +4.109514815e+05 +4.109914315e+05 +4.109914315e+05 -4.7397e+00 -3.6357e+00 +4.3696e+00 +9.7424e-01 -3.8201e+00 -1.0319e-01 +4.1492e+00 +6.1764e-01 +1.7665e+00 -3.4724e+00 -2.0608e+00 -3.6639e+00 -1.8536e+00 +3.3157e+00 -4.4774e+00 +4.3186e+00 +3.1069e+00 +7.3060e-01 -4.3882e+00 +3.4750e+00
2 +2.368210600e+05 +2.368210600e+05 +2.368610100e+05 +2.368610100e+05 +1.2432e+00 -2.5134e+00 +4.8651e+00 +4.6106e+00 -9.1742e-01 +1.1774e+00 -1.5012e+00 +5.0390e-01 +8.0711e-01 +1.9655e+00 +4.8426e+00 -4.9886e-01 -4.3257e+00 -4.7726e+00 -3.9895e+00 -3.2709e-01 +3.8959e+00 +2.8050e+00 +9.3524e-01 +5.4868e-01
15 +1.054800581e+05 +1.054800581e+05 +1.055200081e+05 +1.055200081e+05 +1.6548e+00 +1.7678e+00 +2.5288e+00 -3.6872e+00 -6.9933e-01 -3.7738e+00 -2.0905e+00 +2.0885e+00 -2.9581e+00 +3.0770e+00 +1.8523e+00 -9.5899e-01 +1.8546e+00 +1.2455e+00 -1.5670e+00 -1.5884e+00 +4.2058e+00 -2.8237e+00 -2.0418e+00 +2.6824e-01
116 +7.519451194e+04 +7.519451194e+04 +7.523446194e+04 +7.523446194e+04 +1.8563e+00 +1.4843e+00 +2.4083e+00 -3.6722e+00 +1.5211e+00 -1.7599e-02 +2.1216e+00 -1.4562e+00 +2.1112e+00 +2.1599e+00 +2.3644e+00 -4.6571e-02 -1.9324e+00 +1.4930e+00 -3.7278e+00 -3.8792e-01 -2.6082e+00 -3.1675e-01 -9.6664e-01 +2.7180e-02
% function evaluation | noise-free fitness - Fopt (7.762000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.082906287e+05 +3.082906287e+05 +3.083682487e+05 +3.083682487e+05 +2.3692e+00 +1.0199e+00 -4.8753e+00 +3.1088e+00 -4.1326e+00 +2.2951e+00 +1.0606e+00 +1.1187e+00 -3.3138e-01 -2.5834e+00 -1.9414e+00 -3.3225e+00 +1.7781e+00 -4.8155e+00 -6.6586e-01 +3.7934e+00 +2.7659e+00 -1.5988e+00 -1.9467e-01 +1.1227e+00
9 +2.267165332e+05 +2.267165332e+05 +2.267941532e+05 +2.267941532e+05 +4.2020e+00 -1.8619e+00 +7.9936e-01 +2.4604e+00 +2.3608e+00 -2.1929e-01 +1.2541e+00 -2.4652e+00 -1.2952e+00 -2.6001e+00 +3.1065e+00 +9.0447e-01 +2.5603e+00 +3.9516e+00 +4.8240e+00 -4.5008e+00 -3.5160e-01 -3.8801e+00 +8.2326e-01 +2.8382e+00
14 +1.536487996e+05 +1.536487996e+05 +1.537264196e+05 +1.537264196e+05 -3.1966e+00 +1.1579e+00 +7.1868e-01 +2.0793e+00 +7.7998e-02 -4.1758e+00 -3.2002e+00 +7.4238e-01 +2.4192e+00 -4.9834e+00 +4.0010e+00 -1.6251e+00 -1.2531e+00 -1.5570e+00 -2.7759e+00 -1.3358e+00 -2.8828e+00 +2.8739e+00 +3.4273e+00 +9.9050e-01
