% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
11 +2.185543364e+05 +2.185543364e+05 +2.185071864e+05 +2.185071864e+05 +2.9725e+00 +2.7787e+00 -1.5897e+00 -3.3985e+00 +3.4652e+00 +2.0398e+00 -7.6449e-01 -3.7310e+00 -4.9645e+00 +1.6856e+00 +3.8032e+00 -3.3915e+00 +1.5670e-02 -2.6001e-01 +2.1132e+00 +8.3727e-01 -3.5171e+00 +1.0480e-01 +4.2377e+00 +2.9770e+00
52 +1.474641062e+05 +1.474641062e+05 +1.474169562e+05 +1.474169562e+05 +2.2659e+00 +1.6870e+00 -4.4584e+00 -5.5669e-01 -1.6881e+00 -1.6501e+00 -1.5728e+00 -4.2398e-01 -2.3682e+00 -2.9520e+00 +2.9437e+00 -2.5386e-01 +3.5846e+00 -2.4981e+00 +2.7653e+00 +8.7992e-01 -6.9665e-01 +1.6847e+00 -2.1457e-01 +1.7316e+00
83 +8.562573723e+04 +8.562573723e+04 +8.557858723e+04 +8.557858723e+04 -2.7401e+00 -2.3686e+00 -5.6604e-01 -2.1356e+00 -2.4121e-01 -2.2870e+00 -2.5956e-02 -9.2670e-01 -4.7241e+00 -2.3823e+00 +8.6458e-01 -3.2521e+00 +2.1773e+00 -2.2327e+00 -2.5386e+00 -2.3643e+00 -2.1004e-01 -3.0229e+00 -4.5079e+00 -3.5082e+00
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.919423178e+05 +8.919423178e+05 +8.919798378e+05 +8.919798378e+05 +3.5616e+00 -6.9737e-01 -4.3788e+00 +1.1199e+00 -4.3584e+00 -9.8518e-02 -3.8494e+00 +3.1783e+00 -4.6392e+00 -3.4707e+00 -1.1441e+00 +3.7220e+00 +3.9366e+00 +6.3221e-02 -1.2646e+00 +4.4348e+00 -4.1782e+00 +8.6636e-01 +3.1571e+00 +1.4494e+00
2 +3.150447338e+05 +3.150447338e+05 +3.150822538e+05 +3.150822538e+05 -6.6948e-01 -4.1599e-01 +1.0377e+00 -3.0185e-01 +4.3019e+00 +4.5950e+00 -4.9999e+00 +4.7500e+00 +1.8541e+00 +3.0897e+00 +3.0419e+00 +2.8691e+00 -3.6278e+00 +7.1758e-01 -4.3786e+00 -4.4136e+00 -3.8283e+00 -2.0406e+00 -3.4063e+00 -3.6430e+00
3 +1.691282526e+05 +1.691282526e+05 +1.691657726e+05 +1.691657726e+05 -2.7141e+00 -9.6576e-01 -3.0362e+00 -7.5130e-01 -1.6233e+00 +1.3654e+00 +4.3508e+00 -2.8127e-01 +2.8612e+00 -1.9532e+00 -1.5046e-01 -4.0190e+00 +1.7902e+00 +1.7408e+00 -1.8250e+00 -8.9086e-01 -4.1744e+00 -2.5629e+00 -4.4374e+00 -2.8504e+00
73 +1.532066512e+05 +1.532066512e+05 +1.532441712e+05 +1.532441712e+05 +4.7272e+00 -2.0781e+00 +3.9060e+00 -1.0591e+00 +4.8030e+00 +9.1214e-01 +4.0911e+00 -3.0760e+00 +2.3370e+00 -2.7578e+00 +2.8043e+00 +4.2405e+00 -9.0586e-01 +2.1288e+00 -4.5807e+00 -2.6794e+00 +1.2786e+00 -3.2519e+00 -2.5801e+00 -4.2158e+00
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.023584820e+05 +4.023584820e+05 +4.023286820e+05 +4.023286820e+05 +2.9531e+00 +1.9021e+00 +4.0337e+00 +4.5286e+00 +2.4646e+00 -1.5174e+00 -2.8380e+00 -6.2263e-01 -2.4676e+00 +3.7246e-01 -3.9790e+00 +1.0840e+00 -6.5897e-01 +3.2416e+00 -4.9706e+00 -4.3250e+00 -9.4106e-01 +3.4051e+00 +1.0007e+00 +1.1222e+00
2 +2.223832914e+05 +2.223832914e+05 +2.223534914e+05 +2.223534914e+05 -9.9922e-01 -3.2713e+00 +4.8219e+00 -2.6796e+00 -1.7607e+00 +3.5426e+00 +1.5107e+00 -6.6699e-01 +4.9198e+00 -4.9106e+00 -2.1813e+00 -4.0489e+00 -4.2693e+00 -1.5979e+00 +3.7900e+00 -4.1271e+00 +3.4483e+00 -5.7178e-01 -2.7520e+00 +2.0566e+00
93 +1.143339038e+05 +1.143339038e+05 +1.143041038e+05 +1.143041038e+05 +8.9320e-02 +3.1679e+00 +3.1760e+00 -3.5870e+00 -9.5496e-02 +2.5495e-01 +1.6613e+00 -4.8517e+00 +1.5637e+00 -6.8988e-01 +1.1816e+00 +3.8834e-01 -2.6081e+00 -2.6292e-01 -2.4682e-01 -1.2245e+00 -2.0473e+00 -1.3616e+00 -1.4250e+00 -8.7334e-01
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.707489933e+05 +5.707489933e+05 +5.708303933e+05 +5.708303933e+05 -2.3987e+00 -4.4427e+00 +3.9990e+00 -3.7723e+00 +8.9710e-01 +1.6589e+00 -3.3782e+00 +3.4285e-01 -9.3965e-01 +2.2066e+00 -8.3062e-01 +7.7964e-01 -4.5721e+00 -4.3077e+00 -2.1720e+00 +3.1507e+00 +3.1587e+00 -4.6734e+00 +3.5269e+00 -2.5363e+00
10 +3.750116225e+05 +3.750116225e+05 +3.750930225e+05 +3.750930225e+05 +8.9571e-01 -4.4416e+00 -2.1821e+00 +4.6838e+00 +3.8734e-01 -4.4673e-01 +2.9016e+00 -4.8190e+00 +3.5831e+00 -2.7821e-01 +1.1208e+00 +1.5878e+00 -4.1850e+00 -6.7585e-01 -3.4265e+00 +3.8897e+00 +1.6006e+00 +2.8628e+00 -2.0585e-02 +1.5655e+00
61 +2.355131687e+05 +2.355131687e+05 +2.355945687e+05 +2.355945687e+05 -3.2036e+00 -3.9742e+00 -3.6717e+00 +3.3418e+00 +4.5656e+00 +6.6422e-01 +2.9082e+00 -3.3928e+00 +8.6557e-01 -2.3066e+00 +1.7174e+00 -7.5262e-01 -1.7963e+00 -1.0976e+00 -3.7289e+00 +3.2589e-01 -1.0940e-01 -2.3285e+00 +3.0328e+00 +2.2229e+00
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.903312462e+05 +3.903312462e+05 +3.903128962e+05 +3.903128962e+05 -1.8028e+00 +2.6283e+00 -2.4791e+00 -3.6017e+00 +4.5542e-01 -5.9441e-01 -4.9199e+00 +1.9474e+00 +2.4538e+00 -5.2975e-02 -2.1463e+00 +7.7947e-01 +1.2588e+00 +2.9817e-02 +3.5987e+00 -2.5556e+00 -4.8908e+00 +1.3023e+00 +1.8494e+00 +1.6618e+00
12 +1.195254110e+05 +1.195254110e+05 +1.195070610e+05 +1.195070610e+05 -1.8438e+00 +1.5853e+00 -1.2598e+00 -2.5647e+00 +2.9002e+00 +1.2827e+00 -3.1614e+00 -4.9007e+00 +6.1272e-01 -7.3254e-01 +1.1251e-01 -2.1045e+00 -1.9438e+00 +3.3546e+00 +2.3301e+00 +1.1410e-01 -3.3360e+00 -2.0593e+00 -3.2552e+00 +1.4963e+00
44 +4.918642774e+04 +4.918642774e+04 +4.916807774e+04 +4.916807774e+04 +2.1982e+00 -2.6639e+00 +2.9105e-01 +3.3251e+00 -3.2373e+00 +2.5978e+00 +3.2274e+00 -6.3366e-01 -1.8018e+00 +3.1597e+00 -7.4543e-01 -2.4858e+00 -1.0020e+00 +3.3489e+00 +9.5995e-01 -1.2729e+00 -3.3047e+00 -2.0995e+00 -4.4770e+00 +3.4371e+00
% function evaluation | noise-free fitness - Fopt (-9.987000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.259772831e+05 +3.259772831e+05 +3.258774131e+05 +3.258774131e+05 -1.6323e+00 +2.8153e+00 +1.4723e+00 -2.4010e+00 +2.5643e-01 -1.4149e+00 +2.7912e+00 -2.1789e+00 +1.4118e+00 +1.4678e+00 -3.9003e+00 +2.3900e+00 +1.4295e-01 -2.7879e+00 -4.3303e+00 +1.5118e+00 +2.7026e-01 +3.1827e+00 +7.9300e-01 -3.7869e+00
40 +1.806285356e+05 +1.806285356e+05 +1.805286656e+05 +1.805286656e+05 +1.2448e+00 +1.4318e+00 +8.5833e-01 +2.7367e+00 -2.0896e+00 +9.8580e-01 +2.5970e+00 -1.8763e+00 +3.5914e-01 -1.3999e+00 +3.6138e+00 -2.9692e+00 +1.1277e+00 +4.0132e+00 -2.6499e+00 +4.2397e+00 +2.3872e+00 +4.3776e+00 -1.0078e+00 -2.4230e+00
50 +1.151747654e+05 +1.151747654e+05 +1.150748954e+05 +1.150748954e+05 +9.1375e-01 +4.5950e-01 -2.6479e+00 -5.3487e-01 +1.7632e+00 -2.5026e+00 -1.1328e+00 +2.5770e-01 -2.0808e+00 -1.0976e+00 -1.9334e+00 +4.8217e-01 -1.3396e+00 -4.5192e+00 -2.9147e+00 +2.4548e-01 -1.4275e+00 +3.5723e+00 +1.2575e+00 +4.9302e+00
57 +8.235650272e+04 +8.235650272e+04 +8.225663272e+04 +8.225663272e+04 +9.5969e-02 -1.3773e+00 -1.5454e-01 -1.6802e+00 -2.8154e+00 +1.5531e-01 +3.6428e-01 -3.2263e+00 -4.1591e+00 -9.8690e-01 +1.8124e+00 +1.6911e+00 -1.1625e+00 +3.9207e+00 +1.2475e+00 +2.9250e+00 +4.7519e+00 -1.1379e+00 +7.5929e-01 +1.4192e+00
% function evaluation | noise-free fitness - Fopt (7.680000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.771890566e+06 +1.771890566e+06 +1.771898246e+06 +1.771898246e+06 +2.9106e+00 -7.0163e-01 +4.9844e+00 -3.4765e+00 +3.4834e+00 +2.8631e+00 -3.3166e+00 +1.3668e+00 -4.3920e+00 -4.0896e+00 +4.8159e+00 -1.2497e-01 +4.6165e+00 -1.1865e+00 -1.0898e+00 +4.3540e+00 +2.2584e+00 -2.5318e+00 +5.7337e-01 -1.6682e-01
2 +1.307250680e+06 +1.307250680e+06 +1.307258360e+06 +1.307258360e+06 +3.5656e+00 +4.9954e-01 +4.3722e+00 +3.4140e+00 -5.8190e-01 +4.6106e+00 -1.0973e+00 -3.8730e+00 -2.6938e+00 -4.3400e+00 -4.4055e+00 +1.2463e+00 -3.2903e-04 +3.7510e+00 -2.2196e+00 +3.3533e+00 -4.6221e+00 -8.5999e-02 -2.3061e+00 -1.0356e+00
3 +5.137813515e+05 +5.137813515e+05 +5.137890315e+05 +5.137890315e+05 +4.1738e+00 +2.7286e+00 +1.0032e+00 +4.8292e+00 -9.6807e-02 -3.2514e+00 +7.5620e-01 -1.0878e+00 +1.3549e+00 -2.0474e+00 -4.2376e-01 +3.2939e+00 -4.4993e+00 -3.3772e+00 -2.0090e+00 +2.8759e+00 -4.6121e+00 -3.7029e+00 -2.8712e+00 +1.0170e+00
12 +1.459065619e+05 +1.459065619e+05 +1.459142419e+05 +1.459142419e+05 -3.8798e+00 -1.1255e-01 +1.9344e+00 +1.6790e+00 -3.7531e+00 -2.4747e+00 +3.9694e+00 +3.3992e+00 -4.7725e+00 +7.5386e-01 -1.7369e+00 -1.6437e+00 -2.7512e+00 -3.2812e+00 -7.7811e-01 -2.4374e+00 -2.6241e+00 +1.1557e+00 -8.5533e-01 -9.6429e-01
106 +9.358510423e+04 +9.358510423e+04 +9.359278423e+04 +9.359278423e+04 -4.6853e+00 +4.1424e-01 +1.7193e-01 +1.4294e+00 +3.0419e+00 -8.8782e-01 +3.7329e+00 +2.5242e+00 -5.6052e-01 -1.2575e+00 -2.8514e+00 +3.7801e+00 -3.4709e+00 -2.0768e+00 -2.5066e+00 +3.5711e-01 -2.5036e+00 +4.1285e+00 -2.3985e+00 -8.2654e-01
% function evaluation | noise-free fitness - Fopt (-1.809300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.205493033e+05 +7.205493033e+05 +7.203683733e+05 +7.203683733e+05 +4.9176e+00 -2.3110e+00 +6.6954e-01 -1.8992e+00 -3.7541e+00 +1.3112e+00 +2.2497e+00 +3.1701e+00 -1.1176e+00 -3.9208e+00 +2.1263e+00 -2.7157e-01 -4.7496e+00 +1.7689e+00 -4.9555e+00 +1.6193e+00 -3.8294e+00 +2.8482e+00 -3.3858e+00 +1.2487e+00
2 +5.275886544e+05 +5.275886544e+05 +5.274077244e+05 +5.274077244e+05 -3.5146e+00 -3.7931e+00 +1.2738e+00 +1.6987e-01 -2.4140e+00 +3.8043e+00 +1.2069e+00 +2.1544e+00 -7.9116e-01 -1.7817e+00 -9.3854e-01 -9.9255e-01 -2.6610e+00 +3.5067e+00 +1.7542e+00 +1.2242e+00 -1.4151e-01 -2.5285e+00 +4.1011e+00 +4.8683e+00
3 +2.294908661e+05 +2.294908661e+05 +2.293099361e+05 +2.293099361e+05 +1.1262e-01 -2.5964e+00 +5.0811e-01 +4.9872e+00 +2.5080e+00 -4.1697e+00 -4.4196e+00 -1.3249e+00 -1.4496e+00 +7.7366e-01 +1.1413e+00 +1.1210e+00 -4.1534e+00 +9.9591e-01 -4.0350e+00 +1.4201e+00 -3.8227e+00 -2.6247e+00 -1.7236e+00 -5.2527e-01
154 +6.326657014e+04 +6.326657014e+04 +6.308564014e+04 +6.308564014e+04 -4.0597e+00 -4.6214e+00 +1.1181e+00 +4.5663e+00 -5.5697e-01 -2.7240e+00 -3.2428e+00 -3.6334e+00 -2.2567e+00 -3.9487e+00 -3.8335e+00 +1.4307e+00 +9.9658e-01 -3.8436e+00 -1.0673e+00 +1.4848e+00 -2.3009e+00 -2.3699e-01 -2.2183e+00 -4.8032e+00
% function evaluation | noise-free fitness - Fopt (-3.674000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.201658674e+06 +1.201658674e+06 +1.201621934e+06 +1.201621934e+06 -4.7540e+00 +4.4423e+00 +3.1739e+00 +3.0046e+00 +1.9622e+00 +3.2419e+00 -1.3852e+00 +4.0690e+00 +4.6338e+00 +3.1203e-01 +2.9781e+00 +3.9374e+00 -4.8259e+00 -4.6339e+00 -9.2720e-01 -7.1059e-02 +1.6645e-01 +2.1636e+00 -2.8852e+00 +7.3797e-01
2 +6.911926071e+05 +6.911926071e+05 +6.911558671e+05 +6.911558671e+05 +3.1591e+00 -1.6752e-01 -2.2966e+00 +4.4296e+00 +1.5772e+00 -3.0561e+00 -4.5845e+00 -3.7963e-01 +2.6810e+00 -2.2642e+00 +2.3300e+00 +1.3200e+00 -3.5958e+00 +1.2756e+00 -4.1649e+00 +4.5802e+00 -1.3138e+00 -3.5881e-01 +1.1315e+00 +1.3465e+00
5 +3.811709778e+05 +3.811709778e+05 +3.811342378e+05 +3.811342378e+05 +2.2709e+00 -1.3098e+00 -4.4010e+00 +2.5708e+00 +3.5785e+00 -3.9895e+00 -2.4134e-01 +8.8493e-01 -4.3399e+00 -2.5562e+00 +3.0823e-01 -3.9225e+00 +3.6482e+00 +2.2911e+00 +2.4511e+00 -5.4116e-01 -3.4580e+00 +2.7288e+00 -2.3620e+00 -2.6273e+00
120 +2.052533267e+05 +2.052533267e+05 +2.052165867e+05 +2.052165867e+05 +4.7987e-01 +2.8372e+00 -8.0219e-01 +4.3238e+00 +1.7686e+00 -1.3694e+00 -1.6706e+00 -3.5189e+00 -2.8289e+00 -2.5146e+00 +7.2625e-01 +3.6721e+00 +1.6269e+00 -1.1193e+00 -1.3508e+00 +2.5579e+00 -3.3874e+00 -2.4509e+00 -3.8139e+00 -3.1466e+00
185 +1.056329861e+05 +1.056329861e+05 +1.055962461e+05 +1.055962461e+05 -1.6917e+00 -1.2981e+00 -4.2047e+00 -1.2293e+00 -7.8285e-01 -4.1338e-01 +3.3449e-01 -3.1525e-01 -2.3802e+00 -2.7471e+00 -2.0072e-01 -5.9946e-01 -2.7567e+00 -4.6085e+00 +1.7523e+00 +4.6009e-01 -6.9196e-02 -9.6127e-01 +5.1684e-01 -9.0674e-01
% function evaluation | noise-free fitness - Fopt (1.151100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.943193518e+05 +9.943193518e+05 +9.944344618e+05 +9.944344618e+05 +2.1944e+00 -4.5495e+00 +4.9618e+00 +3.3716e+00 -2.9947e+00 +4.5640e+00 -3.4242e+00 -3.6359e+00 -2.5322e+00 -3.9416e-01 -2.8187e+00 -2.5291e+00 -1.0880e+00 +3.1680e+00 -1.0931e+00 -4.8868e+00 +4.8272e+00 +4.9642e+00 -1.8931e+00 +7.6315e-01
2 +3.363555172e+05 +3.363555172e+05 +3.364706272e+05 +3.364706272e+05 -2.7767e+00 +2.8708e+00 +2.1271e+00 +3.8972e+00 +1.7674e+00 +8.2413e-01 +4.7219e+00 +1.7265e+00 -3.4046e+00 -3.2070e+00 +1.6617e+00 -1.5340e+00 +1.6927e+00 -1.6503e+00 -2.2316e+00 -4.8978e+00 +2.3803e+00 +4.7404e+00 -4.4891e+00 -5.4671e-01
12 +1.961919854e+05 +1.961919854e+05 +1.963070954e+05 +1.963070954e+05 -2.5540e+00 -2.8060e+00 +1.0766e+00 +2.1449e+00 +3.0825e+00 -2.6676e+00 +4.6887e+00 -4.6298e+00 +2.0143e+00 -3.2833e+00 -3.9035e+00 -5.8274e-01 +3.2654e+00 -4.6623e+00 -3.5922e+00 -1.4530e+00 -2.2333e+00 +6.5142e-01 +6.0659e-01 +2.1237e+00
67 +1.313435044e+05 +1.313435044e+05 +1.314586144e+05 +1.314586144e+05 +4.1314e+00 -1.6813e+00 -5.2823e-01 -2.4261e+00 +3.4079e+00 -2.9152e+00 -8.6572e-01 -2.8012e+00 -3.3649e+00 +5.9781e-01 +2.1961e+00 +3.2883e+00 -1.4823e+00 -3.4849e+00 -3.6136e+00 -1.8118e+00 +1.3469e+00 +2.7454e-01 -1.4657e+00 +9.7715e-01
% function evaluation | noise-free fitness - Fopt (1.759000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.582360389e+05 +5.582360389e+05 +5.582536289e+05 +5.582536289e+05 -1.4394e+00 +4.4193e+00 +4.1935e+00 -8.0556e-01 -2.4797e-01 +1.6028e+00 -4.5257e+00 +3.7980e+00 +1.9376e+00 -4.3109e+00 -4.8740e+00 +8.2064e-01 +1.5655e+00 -4.7123e+00 -4.6093e-01 +2.5172e+00 +3.1766e+00 +9.3482e-01 -1.6523e+00 +2.1280e+00
5 +2.820116523e+05 +2.820116523e+05 +2.820292423e+05 +2.820292423e+05 +1.0261e+00 -6.8571e-01 -2.8404e+00 +9.5992e-01 -2.0350e+00 +3.6872e+00 +1.3692e+00 +4.1944e-01 +2.5566e+00 +2.2796e+00 +4.0446e+00 -2.2200e-01 +2.3422e+00 +2.4537e-01 -5.9243e-01 -2.9543e+00 -9.6295e-01 -5.9971e-01 +4.9695e-01 -4.3417e+00
68 +2.219411178e+05 +2.219411178e+05 +2.219587078e+05 +2.219587078e+05 +2.2928e+00 -4.7284e-01 -4.4280e-01 -2.6981e+00 -4.3689e+00 +2.8116e+00 +5.3729e-01 -1.6218e+00 -4.3210e+00 -2.1822e+00 +2.5363e+00 -1.3095e+00 +3.8814e+00 +1.0984e+00 -1.1735e+00 +6.1010e-01 +1.0960e+00 +3.6600e+00 -3.3064e+00 +3.2873e-01
158 +1.515928077e+05 +1.515928077e+05 +1.516103977e+05 +1.516103977e+05 -1.7204e+00 +9.2206e-01 +3.0179e-01 -4.4387e+00 +4.7834e+00 -2.1575e+00 +2.8234e-01 +4.7163e-01 +3.7769e-02 -3.0291e+00 +2.8389e+00 -2.4829e+00 +1.8743e+00 +8.7871e-01 -1.9686e+00 -5.1922e-01 +2.4570e+00 +1.9345e-01 -1.3313e+00 -1.6924e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.819414717e+05 +1.819414717e+05 +1.829414717e+05 +1.829414717e+05 +1.9956e+00 +1.7372e-01 -2.8504e+00 -3.8219e+00 -1.0498e+00 -2.3841e+00 -3.9611e+00 -1.2719e+00 +3.1549e+00 -4.4085e+00 -7.4482e-01 -1.1756e+00 -1.6402e+00 -4.4644e-01 +1.6849e+00 +1.7143e+00 -1.4253e+00 -6.0366e-01 -2.8345e+00 -4.4552e+00
69 +1.551583389e+05 +1.551583389e+05 +1.561583389e+05 +1.561583389e+05 -3.6348e+00 -7.8170e-01 -2.2478e+00 -3.8985e+00 +2.5158e+00 -2.5329e+00 -4.5197e-01 +1.1739e+00 +1.6483e+00 +7.3624e-01 -8.7954e-01 +1.8969e+00 +4.8212e+00 +1.8101e+00 +3.1996e+00 -2.8583e+00 +1.0692e+00 -4.2065e+00 +1.3183e+00 -5.9117e-01
