% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.913745064e+02 +7.913745064e+02 +9.861745064e+02 +9.861745064e+02 -2.7886e+00 +3.8026e+00 -2.5392e+00 +2.6977e+00 +2.7054e+00 +3.0514e+00 +2.8949e+00 -2.2179e+00 +3.5576e+00 -3.0302e+00 +9.0640e-01 -2.9657e+00 -3.0064e-01 -4.6375e+00 -3.6727e+00 -9.0745e-01 -7.4070e-01 -2.9785e+00 -3.1290e+00 -2.5305e+00
6 +5.619971649e+02 +5.619971649e+02 +7.567971649e+02 +7.567971649e+02 -6.1061e-01 -1.3137e+00 -3.1094e+00 +7.4119e-01 +3.0558e+00 -1.0470e+00 +3.9579e+00 +2.4956e+00 +1.3626e+00 -1.0731e+00 -4.5810e+00 +4.3975e+00 +1.0272e+00 -1.3127e+00 +4.2438e+00 -9.7839e-02 -4.7652e+00 +1.6240e+00 +3.7387e+00 +3.3187e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.760589081e+02 +9.760589081e+02 +8.424689081e+02 +8.424689081e+02 +2.2279e+00 +6.4749e-01 -4.3787e+00 +1.1178e+00 +4.6072e+00 +4.2199e+00 -3.8802e+00 +1.0975e+00 -3.5210e+00 -3.0921e+00 +3.3689e+00 +3.2154e+00 +1.7118e+00 -4.5666e+00 -3.3218e+00 -3.4648e+00 +4.4362e+00 -2.4434e+00 -3.4481e+00 +4.0100e+00
2 +4.605234545e+02 +4.605234545e+02 +3.269334545e+02 +3.269334545e+02 +2.2740e+00 -2.5631e+00 +8.4860e-02 +7.1618e-01 +1.0058e+00 +9.8702e-01 -6.8895e-01 +2.1803e+00 -3.2275e+00 -1.6343e+00 +9.8679e-02 -1.0614e+00 +2.8957e+00 +1.3019e+00 +2.4449e+00 -1.8018e+00 +6.7960e-01 +1.3632e-01 -4.4636e+00 -4.8740e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.113756206e+02 +9.113756206e+02 +6.456562057e+01 +6.456562057e+01 -2.7356e+00 -9.1625e-01 -2.4546e+00 -3.8992e+00 +2.8386e+00 +3.4683e+00 -4.1667e+00 -3.0747e+00 -1.4873e+00 +8.3959e-01 +2.6454e+00 -3.3767e+00 +2.7472e+00 +4.7474e+00 +4.5654e+00 -3.7094e-01 -5.6559e-01 +4.1309e+00 +4.5032e+00 -3.6961e-02
5 +5.849907272e+02 +5.849907272e+02 -2.618192728e+02 -2.618192728e+02 -3.8305e+00 -2.9067e+00 -1.7902e+00 -7.5294e-01 +1.0009e+00 -8.6917e-01 -2.3484e+00 +6.9793e-01 -2.8363e+00 -2.4744e+00 +8.2576e-01 +1.0384e-01 +4.3515e+00 +4.0670e-01 -1.2990e+00 +3.0217e+00 -2.4502e+00 -6.3878e-01 -2.2588e-01 -4.6263e+00
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.787931728e+02 +6.787931728e+02 +6.924231728e+02 +6.924231728e+02 +6.6286e-01 -3.8629e+00 -2.3382e+00 +2.9698e+00 -8.0240e-01 -1.8729e+00 +1.4072e+00 -3.1443e+00 -2.7023e+00 -2.4142e+00 -1.9124e+00 +1.4614e+00 +2.4491e+00 -1.7945e+00 -1.3521e+00 +2.9321e+00 -1.4962e+00 -4.3487e+00 +1.3389e+00 -1.2988e+00
19 +5.876944552e+02 +5.876944552e+02 +6.013244552e+02 +6.013244552e+02 -1.4599e+00 -6.7335e-01 +1.3214e+00 +2.3009e+00 +2.6877e+00 +1.6873e+00 -5.6871e-01 +1.3805e+00 -3.5955e+00 -1.6222e+00 +3.7007e-03 +5.0051e-01 +3.2081e+00 +3.8473e+00 +3.5729e-01 +1.5127e+00 +1.8954e+00 +2.2994e+00 -4.7205e+00 -3.4687e-01
% function evaluation | noise-free fitness - Fopt (-3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.723461905e+02 +9.723461905e+02 +9.351661905e+02 +9.351661905e+02 -2.8360e+00 +3.0211e+00 -4.2943e+00 +1.6721e+00 +4.4843e+00 +3.8695e+00 -2.0517e+00 +2.2800e-01 +1.0774e+00 -3.1160e+00 +4.9847e+00 +1.6779e-02 +3.5749e+00 -1.6682e+00 -4.8218e+00 +3.3514e+00 +3.2248e+00 +4.3809e+00 -3.1247e+00 -4.9914e+00
15 +6.086772334e+02 +6.086772334e+02 +5.714972334e+02 +5.714972334e+02 -1.8762e+00 -3.0429e-01 -2.1948e+00 +1.1343e+00 +1.7962e+00 -2.4714e+00 +3.2321e-01 +4.6016e+00 -9.1518e-01 +2.3106e-01 +3.8232e-01 -4.6632e+00 -3.0324e+00 -1.7369e+00 -2.9853e+00 -4.3114e+00 +3.0584e+00 -2.6215e+00 -8.3223e-01 -1.6144e+00
% function evaluation | noise-free fitness - Fopt (2.275200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.795180711e+02 +8.795180711e+02 +1.107038071e+03 +1.107038071e+03 +1.9495e+00 +2.6135e+00 +2.2545e+00 -2.7757e+00 +4.3467e+00 -2.2038e+00 -2.3050e-01 -3.4627e+00 +3.8805e+00 +3.4442e+00 +1.7248e+00 +1.1434e-01 +3.9935e+00 -3.2014e+00 -2.9834e+00 -3.2658e+00 -1.6826e+00 +2.2573e+00 -3.5679e+00 +3.0424e+00
3 +4.812524112e+02 +4.812524112e+02 +7.087724112e+02 +7.087724112e+02 +3.6861e-01 -8.4876e-01 -2.8279e+00 -3.3993e+00 -4.9430e+00 +2.7848e+00 -7.8443e-01 -1.0719e+00 +1.9883e+00 -1.1408e+00 +2.7291e+00 -2.2160e+00 +1.5385e+00 -1.7852e+00 -1.0350e+00 +9.7317e-01 +2.8272e+00 +1.5331e+00 -1.5023e+00 -1.4758e+00
% function evaluation | noise-free fitness - Fopt (6.370000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.347711933e+02 +9.347711933e+02 +9.411411933e+02 +9.411411933e+02 +3.6817e+00 +4.5584e+00 +3.2571e+00 -1.9494e+00 -2.4057e+00 +1.1969e+00 +2.1583e+00 +1.9254e+00 -2.2457e+00 +3.1828e+00 -2.7318e+00 +4.0569e+00 -3.0516e+00 +1.5070e+00 +2.2495e+00 +3.5253e+00 -4.9370e+00 +4.1811e+00 +3.1197e+00 -4.7697e+00
6 +6.012936106e+02 +6.012936106e+02 +6.076636106e+02 +6.076636106e+02 -5.8709e-01 -2.4414e+00 +2.3055e+00 -1.4242e+00 -2.8599e+00 +2.8849e+00 +1.5624e+00 +3.7698e+00 -3.1197e+00 -2.3708e+00 -3.7898e-01 -9.0784e-01 -9.0792e-01 +2.8179e+00 -4.1003e-01 -1.8120e+00 +3.6397e+00 -3.5746e+00 +3.0870e+00 -1.4218e+00
% function evaluation | noise-free fitness - Fopt (-1.082600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.159408381e+02 +7.159408381e+02 +6.076808381e+02 +6.076808381e+02 +3.5924e+00 +9.0253e-01 +1.2265e+00 -2.0973e+00 -2.5182e+00 +1.2003e+00 -3.0122e-01 -1.0511e+00 -2.1262e+00 -3.6593e-02 +3.6159e+00 -1.4401e+00 +4.4694e+00 -7.2991e-01 +2.0067e+00 -2.8159e+00 +2.7416e+00 -1.5925e+00 -4.8346e+00 -3.6277e+00
7 +6.147731187e+02 +6.147731187e+02 +5.065131187e+02 +5.065131187e+02 -3.7394e+00 -8.7190e-02 -1.5261e+00 -8.8401e-02 +1.2907e+00 +1.1111e+00 +2.1096e+00 +1.3487e+00 +4.0625e+00 -1.4052e+00 +4.5669e+00 -2.0088e+00 -2.3021e+00 -1.0446e+00 -2.1094e+00 +2.7759e+00 +6.7703e-02 +2.3364e+00 -3.9731e+00 -3.1473e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.353384685e+02 +6.353384685e+02 -3.646615315e+02 -3.646615315e+02 +1.9675e+00 +4.5309e+00 +4.4549e+00 -3.6570e-01 +4.3076e+00 +2.7543e-01 -1.8009e+00 +3.1218e+00 -1.5614e+00 +4.6037e+00 +9.0852e-01 -4.9925e-01 +3.7185e+00 -3.1231e+00 -1.0320e+00 +3.8992e+00 +1.9279e+00 +1.2188e+00 +1.7359e+00 +1.8623e+00
4 +5.407017163e+02 +5.407017163e+02 -4.592982837e+02 -4.592982837e+02 +1.1518e+00 -3.2163e+00 -1.3800e+00 -1.1989e+00 +1.5803e-02 -3.1561e+00 -4.0748e+00 -2.2469e+00 +2.2815e+00 -2.5525e+00 -1.5334e+00 -4.0524e+00 +7.6632e-02 +3.4556e+00 +9.4617e-01 -1.9799e+00 +4.4405e-01 +7.6932e-01 -2.0087e-01 +2.3516e+00
% function evaluation | noise-free fitness - Fopt (-8.434000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.437154653e+02 +8.437154653e+02 +7.593754653e+02 +7.593754653e+02 +1.1488e-01 +2.4871e+00 +3.3652e+00 +3.9848e+00 -1.5719e+00 +2.5143e+00 +4.9817e-02 -3.1322e+00 +4.2547e+00 -4.2919e+00 +4.2514e+00 +2.4311e+00 +1.1425e+00 +1.1438e-01 -5.7624e-01 -1.9080e+00 -1.6623e-01 -1.3787e-02 -4.3582e+00 -4.5749e+00
22 +5.855383110e+02 +5.855383110e+02 +5.011983110e+02 +5.011983110e+02 -5.0397e-01 -7.8622e-01 -3.3800e+00 -2.1682e+00 +4.6870e+00 -4.3767e+00 +2.4877e+00 -2.6224e+00 +3.7310e+00 -4.5808e+00 -3.4487e+00 +2.6505e+00 -2.7067e+00 -1.3778e+00 -1.6833e+00 -3.2460e+00 -4.3272e+00 +1.0581e+00 -4.2267e+00 +1.4635e+00
% function evaluation | noise-free fitness - Fopt (7.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.870447893e+02 +9.870447893e+02 +1.059174789e+03 +1.059174789e+03 -2.8943e+00 +6.0280e-01 -3.9224e+00 -4.0989e+00 -3.7708e+00 +8.4839e-01 +3.5939e-01 +2.1257e+00 +5.4774e-01 -4.3825e+00 -3.0954e+00 -2.0999e+00 -3.6875e+00 -4.1090e+00 +4.7254e+00 +7.5816e-01 +4.2994e+00 -1.3975e+00 -3.6931e+00 -2.3271e+00
10 +5.996670795e+02 +5.996670795e+02 +6.717970795e+02 +6.717970795e+02 +1.5374e+00 -2.1489e+00 -1.5332e+00 +1.9830e+00 -1.4171e+00 -2.6026e+00 -2.5743e+00 -4.1500e+00 -2.5067e+00 +2.3230e+00 +2.8993e+00 -3.1497e+00 -3.9067e+00 +3.1588e+00 +3.6728e+00 -4.7187e+00 -1.1477e+00 +2.4007e+00 -3.4849e+00 -2.0607e+00
% function evaluation | noise-free fitness - Fopt (-1.338000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.864917076e+02 +6.864917076e+02 +5.526917076e+02 +5.526917076e+02 -1.8923e+00 -1.6005e+00 +3.9391e+00 -1.4633e+00 +3.1855e+00 -2.2198e+00 -8.5496e-01 -1.7540e-01 +2.5869e+00 +1.2978e+00 +2.6396e+00 +3.9770e-01 +2.6923e+00 -4.4475e+00 -2.0958e+00 -2.7076e+00 +3.2967e+00 +4.5211e+00 -2.5406e+00 -4.3784e+00
2 +5.898380022e+02 +5.898380022e+02 +4.560380022e+02 +4.560380022e+02 -3.0232e+00 +1.6153e+00 -3.5209e+00 +2.5652e+00 +8.3992e-01 +1.1819e-01 +3.8404e+00 -4.3527e+00 +4.9593e+00 +1.5332e+00 +3.6393e+00 -4.3593e+00 +2.7295e+00 +2.6120e+00 +1.0868e+00 -1.7324e+00 +4.5085e-01 -3.5542e+00 -4.7199e-01 +2.4669e+00
