% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
34 +8.744561610e+02 +8.744561610e+02 +9.416661610e+02 +9.416661610e+02 +2.3654e+00 -3.4633e+00 -1.3384e+00 -1.7919e+00 -4.5030e+00 -1.9001e-01 -1.6685e+00 +4.9113e+00 -7.0270e-01 -1.5254e+00 +3.8636e+00 +4.0331e-01 -4.6054e+00 -2.1497e+00 +4.6807e+00 +1.8451e+00 -6.8856e-01 +8.3228e-01 +1.3227e+00 -3.2599e+00
% function evaluation | noise-free fitness - Fopt (-5.296000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.565080894e+03 +1.565080894e+03 +1.512120894e+03 +1.512120894e+03 +4.6213e+00 +3.0323e+00 +1.6112e+00 +3.6495e+00 -8.9031e-03 +3.4255e+00 +4.0364e+00 +2.9580e+00 -2.5491e-01 -6.3977e-01 +3.8665e+00 +2.2166e+00 -3.0315e+00 -2.2345e+00 +4.1364e+00 -1.2191e+00 +4.8042e-01 -4.5026e+00 -1.8813e+00 -4.0756e+00
3 +7.235497026e+02 +7.235497026e+02 +6.705897026e+02 +6.705897026e+02 +3.5439e+00 -5.2224e-01 +1.1846e+00 +1.1146e+00 +2.6427e+00 -1.3264e+00 -3.5530e+00 +7.0081e-01 -9.5751e-01 -3.2205e+00 +5.9843e-02 -2.8940e+00 -4.4682e+00 -2.3437e+00 -2.0690e+00 +1.8559e+00 -2.8038e+00 -3.4580e+00 -4.3995e+00 +3.6516e+00
% function evaluation | noise-free fitness - Fopt (8.806000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.293688190e+03 +1.293688190e+03 +1.381748190e+03 +1.381748190e+03 -8.7548e-01 +1.3548e+00 -2.4655e+00 +4.1395e+00 +1.3347e+00 +1.4791e+00 -2.8051e+00 +2.2049e+00 -4.4652e+00 +3.6076e-01 +5.7720e-01 +9.3601e-01 +4.6199e+00 -2.1969e+00 +1.5959e+00 -4.9326e+00 +8.5866e-01 +2.2354e+00 +1.1085e+00 +1.9560e+00
24 +8.739629279e+02 +8.739629279e+02 +9.620229279e+02 +9.620229279e+02 -1.2512e+00 -1.3605e+00 +2.4666e+00 +6.6602e-01 -5.5536e-01 -4.8081e-01 -2.2271e-01 +9.0791e-01 -3.8835e+00 -4.4312e+00 -2.2672e+00 +2.4712e+00 +1.2888e+00 -3.1036e+00 +3.2371e+00 +1.9417e-01 +2.8624e+00 -4.4286e+00 -4.6572e+00 +4.0022e+00
38 +4.843220922e+02 +4.843220922e+02 +5.723820922e+02 +5.723820922e+02 -1.3215e+00 -2.8754e+00 +4.9112e+00 -2.1061e+00 +6.2733e-01 -1.8697e+00 +1.6740e+00 -1.7447e-01 -3.5018e+00 -2.8400e+00 +3.8904e+00 +2.2215e+00 +4.7447e+00 -2.7815e+00 +1.8443e+00 -1.1739e+00 -6.2627e-01 +1.2991e+00 -3.5518e+00 -2.7766e+00
% function evaluation | noise-free fitness - Fopt (7.853000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.363962859e+03 +1.363962859e+03 +1.442492859e+03 +1.442492859e+03 -1.9272e-01 +2.0407e+00 -2.2468e+00 +3.8793e+00 -1.6598e+00 +4.4338e-01 -4.1974e+00 -4.4838e+00 -4.7640e+00 +9.0413e-01 -2.4520e-01 -1.1603e+00 -2.6231e+00 -2.2633e+00 -3.1693e+00 -9.4675e-02 -2.6370e+00 +4.1717e-02 +6.3417e-01 +3.5937e+00
16 +9.758772140e+02 +9.758772140e+02 +1.054407214e+03 +1.054407214e+03 +4.6150e+00 -4.7037e+00 +3.0486e+00 -2.7293e+00 +3.1266e+00 +2.5538e+00 +1.5071e+00 -2.5562e+00 +1.9711e+00 +1.7371e+00 +5.0000e+00 -4.0727e+00 -5.2039e-01 -3.6961e+00 +2.0253e+00 -3.1305e+00 -4.5695e-01 -3.8371e+00 +1.6663e+00 -3.7500e+00
