% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
19 +9.904521868e+02 +9.904521868e+02 +1.106132187e+03 +1.106132187e+03 +1.6112e+00 -9.4854e-01 +8.2766e-01 +3.3151e+00 -1.5317e+00 +1.9811e+00 +2.4471e+00 -4.1459e+00 +1.8297e-01 -4.7534e+00 -2.4159e+00 +1.4128e+00 -2.6815e+00 +2.5330e+00 -1.2116e+00 +2.4710e-01 -1.8596e+00 +7.1328e-01 +4.6429e+00 -5.9220e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.058797880e+03 +1.058797880e+03 +1.055087880e+03 +1.055087880e+03 -4.4988e+00 +4.6720e-01 -1.1002e+00 +4.1766e+00 -2.1019e+00 +4.4262e+00 +4.0936e+00 +3.9987e+00 -8.5212e-01 +2.5702e+00 -4.0282e-01 +3.6751e-01 -6.8957e-01 +1.8530e+00 -7.3358e-01 -1.0387e-01 +5.0115e-01 -1.0079e+00 +3.7324e+00 -1.3521e+00
25 +7.344952620e+02 +7.344952620e+02 +7.307852620e+02 +7.307852620e+02 +5.2134e-01 +4.7208e+00 -3.1438e+00 +1.7042e+00 +1.2627e+00 +2.0081e+00 -2.3879e+00 +7.6278e-01 +9.6639e-01 -3.0809e+00 +4.3933e+00 +2.0858e+00 -9.9067e-01 +9.8510e-01 +2.4630e+00 -2.3286e+00 +2.9647e+00 +3.2535e+00 +4.9224e+00 -4.0658e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.206460803e+03 +1.206460803e+03 +1.338640803e+03 +1.338640803e+03 -2.2624e+00 -2.3379e+00 +4.4423e+00 +7.8093e-01 +3.8976e+00 +2.9682e+00 +3.5450e+00 +6.7484e-01 +1.3627e+00 +1.7657e+00 -4.0090e-01 +7.8785e-01 +3.6757e-01 +6.3660e-01 -1.0029e+00 -1.2522e+00 -5.7281e-01 -3.9813e+00 -3.9933e-01 -1.3514e+00
3 +8.633339356e+02 +8.633339356e+02 +9.955139356e+02 +9.955139356e+02 +2.2496e+00 -1.2573e-01 +4.2160e+00 -3.6166e+00 -4.7005e+00 -4.7680e+00 +3.6048e-01 +4.4119e+00 -2.7355e+00 -2.2363e+00 -1.6246e+00 -4.5272e+00 -3.2138e+00 +4.1255e+00 -3.0294e+00 -2.7158e-01 -1.6701e+00 +4.5707e-01 -6.3935e-01 +2.8363e+00
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.982977433e+03 +1.982977433e+03 +1.941237433e+03 +1.941237433e+03 -9.5624e-01 +1.2432e+00 +3.5579e+00 +3.7625e+00 +1.8560e+00 +4.6011e+00 -1.4978e-01 -3.4531e+00 +7.2407e-01 -3.2450e+00 +1.1817e+00 +3.0397e+00 -2.1917e+00 -2.0848e+00 -2.5915e+00 +1.7079e+00 +4.4655e+00 -1.8514e+00 -3.5568e+00 -2.5537e+00
12 +1.328611282e+03 +1.328611282e+03 +1.286871282e+03 +1.286871282e+03 -3.2677e-01 -1.3628e-01 -7.9689e-01 -4.4444e+00 +4.8489e+00 -3.8911e-01 -3.7329e+00 -6.9500e-01 -2.9628e+00 +3.1760e+00 -1.5175e+00 +4.7233e+00 -3.0143e+00 +1.3233e+00 -6.4951e-01 -2.8666e+00 +3.0949e+00 +3.8948e+00 -1.7182e+00 +8.9289e-01
25 +9.673717578e+02 +9.673717578e+02 +9.256317578e+02 +9.256317578e+02 +3.8188e+00 +4.7177e+00 -3.9940e+00 +1.9381e+00 +2.2445e+00 -3.0095e+00 -1.1957e+00 -2.8649e+00 -2.5036e+00 -1.6536e+00 -1.5012e+00 -1.5751e+00 +1.2482e+00 -2.6680e+00 -4.6511e+00 -8.2746e-02 -4.2660e+00 -2.7530e+00 +8.8366e-01 +3.0311e+00
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.843983763e+03 +1.843983763e+03 +1.349123763e+03 +1.349123763e+03 -1.4782e+00 -8.5047e-01 -4.4279e+00 -1.8179e+00 +3.1311e+00 +4.9659e+00 -3.9631e+00 +2.8420e+00 +3.7929e+00 -2.2111e+00 -6.5477e-01 +4.0941e+00 +2.3234e-02 -2.5966e+00 -9.8523e-01 +1.2819e+00 +7.4372e-01 +3.1819e+00 -3.1182e-01 -4.3651e+00
3 +1.330408219e+03 +1.330408219e+03 +8.355482191e+02 +8.355482191e+02 -4.1544e-01 +3.6607e+00 +1.5796e+00 -4.6327e+00 +4.4277e+00 -3.6806e+00 -4.2669e+00 +6.3998e-01 -1.6153e+00 +2.1784e+00 -2.9792e+00 -1.7272e+00 +9.1442e-01 +6.6633e-02 -2.4026e-01 +8.5443e-01 +1.6581e+00 -3.1911e+00 +2.3050e+00 -1.2464e+00
11 +8.635780511e+02 +8.635780511e+02 +3.687180511e+02 +3.687180511e+02 -3.5429e+00 -2.7041e+00 +3.5477e-01 -3.0823e+00 -3.0935e+00 +2.1907e+00 -8.2924e-01 +4.9346e+00 +3.8289e+00 +4.6828e+00 +2.4197e+00 +7.7636e-01 +8.7761e-02 -4.2219e+00 +1.9928e+00 -4.7902e+00 +2.2863e+00 +3.3809e+00 -2.8963e+00 +3.3516e+00
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.821276852e+03 +1.821276852e+03 +2.169676852e+03 +2.169676852e+03 +3.4838e+00 -1.8460e+00 -3.1497e+00 -5.3791e-01 +3.0491e+00 -3.9907e+00 +4.0147e+00 -9.8870e-01 -3.3594e+00 -3.2315e-01 -4.1283e+00 -4.7882e-01 +4.2552e+00 -4.9847e-01 +2.1815e+00 -4.7878e-01 +8.6245e-01 -1.1173e+00 -1.7125e+00 +4.6260e+00
4 +8.668506738e+02 +8.668506738e+02 +1.215250674e+03 +1.215250674e+03 -2.7754e+00 +2.8413e+00 -4.1063e-01 +1.1546e+00 +3.9550e+00 +4.5288e+00 +3.8576e-01 -3.6944e+00 +3.8278e+00 +1.2543e+00 -3.9486e+00 +6.2078e-01 -7.3381e-01 -2.7911e-02 +1.4715e+00 +7.7315e-01 -4.7954e+00 +1.4470e+00 -3.3494e+00 +4.5267e+00
% function evaluation | noise-free fitness - Fopt (3.770000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.566687351e+03 +1.566687351e+03 +1.570457351e+03 +1.570457351e+03 -1.8522e-01 +2.1092e+00 +2.2669e+00 -2.1323e+00 -4.5304e+00 +1.2538e+00 +1.1317e+00 -2.7952e+00 -8.5892e-02 +1.7831e+00 +3.7075e+00 +9.8016e-01 +2.6031e+00 -3.8196e+00 +8.3792e-01 +4.7479e+00 +2.8514e+00 +2.1040e+00 +4.1953e+00 +4.8815e+00
9 +8.432427603e+02 +8.432427603e+02 +8.470127603e+02 +8.470127603e+02 -2.7439e+00 -5.5566e-01 -2.6350e+00 +1.4211e+00 +2.3398e+00 +1.7479e+00 +2.5382e+00 +2.6556e+00 -2.0359e+00 +1.2613e+00 -2.0752e-05 +4.0772e+00 -4.4296e+00 -1.3164e+00 -4.8212e-02 +1.7033e+00 +2.3026e+00 +4.4145e-01 +2.2340e+00 +2.8673e-01
% function evaluation | noise-free fitness - Fopt (3.770000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.115536725e+03 +1.115536725e+03 +1.153236725e+03 +1.153236725e+03 +2.0299e+00 -3.4715e+00 +4.2133e+00 +4.5433e+00 +3.5382e+00 -6.1332e-01 -1.1488e+00 -3.2091e+00 -1.6334e+00 -3.2609e-01 -1.9972e+00 +2.1183e+00 -2.0828e+00 +2.1266e+00 +4.9675e-01 -2.5908e+00 -2.9727e+00 -3.5999e+00 +2.3400e+00 +3.2069e+00
2 +9.649383993e+02 +9.649383993e+02 +1.002638399e+03 +1.002638399e+03 -2.0023e+00 -6.2089e-01 -4.1088e+00 +9.8864e-01 -9.8323e-01 +3.9225e+00 +2.7480e+00 -1.4035e+00 -4.4519e+00 -3.1121e+00 +4.5376e+00 -2.4482e+00 +3.8235e+00 +1.6521e+00 +8.5794e-01 +4.6363e+00 -3.3301e+00 +8.1492e-01 +1.4652e+00 -2.2386e+00
% function evaluation | noise-free fitness - Fopt (6.956900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.385940142e+03 +1.385940142e+03 +2.081630142e+03 +2.081630142e+03 -1.4405e+00 -1.5661e+00 +3.1244e+00 -2.1203e+00 -1.4831e-01 -3.7344e+00 +4.4206e+00 +4.6670e+00 +1.0389e+00 +4.4969e+00 -5.8486e-01 +6.5308e-01 +2.3839e+00 -4.1558e+00 +2.9650e+00 +2.8309e+00 +2.2179e+00 -2.4967e+00 -4.9343e+00 -4.4094e+00
7 +7.042248976e+02 +7.042248976e+02 +1.399914898e+03 +1.399914898e+03 -3.9072e+00 +2.2063e+00 -1.4319e+00 +2.6476e+00 +2.9447e+00 -3.6923e+00 -1.8610e+00 +3.6647e+00 +6.5998e-01 +1.6032e+00 +3.9348e+00 -4.9707e+00 +1.9230e+00 +1.6363e+00 -3.6600e+00 -7.2872e-01 -3.7812e+00 +1.7134e-01 -3.6013e+00 -2.7437e+00
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.968074255e+02 +8.968074255e+02 +7.787774255e+02 +7.787774255e+02 -4.8414e+00 +1.3324e+00 +3.1934e+00 +3.0620e+00 +3.3854e-01 -1.5834e+00 +2.1307e+00 +2.8311e+00 +2.1863e+00 -1.2974e+00 -3.3563e+00 +2.6451e+00 -1.7890e+00 -2.1767e+00 +4.4007e-01 +1.7262e+00 +4.6885e+00 -2.9608e+00 +4.3306e+00 -2.1751e+00
% function evaluation | noise-free fitness - Fopt (4.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.648080253e+03 +1.648080253e+03 +1.696240253e+03 +1.696240253e+03 +5.3459e-01 +1.5832e+00 +3.7870e+00 -1.2859e+00 +2.5844e+00 +5.5649e-01 +3.8323e-01 +3.6284e+00 -3.2768e+00 -4.7458e+00 +2.3045e+00 +1.4236e+00 +4.2791e+00 -1.9886e+00 -3.6949e+00 -4.6033e+00 +6.7633e-01 +6.8568e-01 +4.5067e+00 -5.4773e-01
2 +1.338368714e+03 +1.338368714e+03 +1.386528714e+03 +1.386528714e+03 -2.5247e+00 +4.4792e+00 +4.9958e+00 -5.1149e-01 +1.0082e+00 -1.3044e+00 +1.7181e+00 -3.5352e+00 -4.6505e+00 +3.4705e-01 -3.3682e+00 +3.4531e+00 +1.7300e+00 +1.8065e+00 -3.6011e+00 +2.2007e+00 +4.4677e+00 -3.4216e+00 -3.6322e+00 -4.0034e+00
5 +6.200755936e+02 +6.200755936e+02 +6.682355936e+02 +6.682355936e+02 +1.1858e-01 -1.2356e+00 -3.1069e+00 +2.7772e+00 +4.0956e+00 -3.7557e+00 -2.9808e+00 -3.2455e+00 -9.9280e-01 -7.3928e-01 +6.0268e-02 -2.8410e+00 -3.4245e+00 +2.1703e+00 -2.3547e+00 -2.1394e+00 -3.6963e-01 +9.4535e-01 -1.5156e+00 +1.0593e+00
% function evaluation | noise-free fitness - Fopt (8.384000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.242909699e+03 +3.242909699e+03 +3.326749699e+03 +3.326749699e+03 +4.1321e+00 -3.1119e+00 -1.8275e+00 +8.8190e-01 +2.9352e-01 +3.5683e+00 +8.1191e-01 +4.8445e+00 +3.6516e+00 -3.2003e+00 +1.1014e+00 -6.2678e-01 +4.7481e+00 -9.5611e-01 +4.8882e+00 -3.0861e+00 +2.1082e+00 -4.6602e+00 -4.1482e+00 +8.0122e-01
4 +2.256751702e+03 +2.256751702e+03 +2.340591702e+03 +2.340591702e+03 +1.9771e+00 +3.1086e+00 +3.1812e+00 -4.0744e+00 -2.4496e+00 -3.5236e+00 -1.5158e+00 +1.5168e+00 -2.8327e+00 -4.4914e+00 +4.1129e+00 +2.9062e+00 -4.5313e+00 +4.8053e+00 -4.5502e+00 +2.3892e+00 -3.3141e+00 -8.5792e-01 +1.9676e+00 -2.0369e+00
11 +1.149935465e+03 +1.149935465e+03 +1.233775465e+03 +1.233775465e+03 +1.1304e-01 +7.6279e-01 +1.2779e+00 +7.1640e-01 -2.9647e+00 +3.2340e+00 -9.0982e-01 -2.5299e+00 -1.7829e+00 -4.5492e+00 -5.4882e-01 +2.4414e+00 +2.1671e+00 -2.5523e+00 +4.7118e+00 +3.6471e+00 +1.4421e+00 -2.7466e+00 -4.4369e-01 -1.8155e+00
34 +9.272683728e+02 +9.272683728e+02 +1.011108373e+03 +1.011108373e+03 -2.6866e+00 -4.1419e+00 -3.5034e+00 -3.7276e+00 +3.4042e+00 -1.1787e+00 -3.1531e+00 -1.6241e+00 -1.3194e+00 -2.7473e+00 +2.5190e+00 -2.0888e+00 -4.6386e+00 -1.0451e+00 -4.1459e+00 +1.2989e+00 -4.9652e+00 +1.8968e+00 -1.3485e+00 -1.7657e+00
67 +4.303816375e+02 +4.303816375e+02 +5.142216375e+02 +5.142216375e+02 +3.8998e-01 -2.2229e+00 -9.6023e-01 -3.0923e+00 -1.7849e+00 -2.2821e+00 +2.2288e+00 -1.6875e-02 -6.5281e-01 -4.0256e-01 +1.1297e-01 +3.0271e+00 -2.7852e+00 +2.3324e+00 +2.7658e+00 +3.5036e+00 +5.4785e-01 -1.6254e+00 -4.3529e+00 -3.8621e+00
% function evaluation | noise-free fitness - Fopt (1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.829264646e+03 +1.829264646e+03 +1.844624646e+03 +1.844624646e+03 -1.6664e+00 +3.0650e+00 +3.0798e+00 -3.7546e+00 -4.7033e+00 -4.4885e-01 +4.9179e+00 +1.2466e+00 -1.1077e+00 -4.1857e+00 +2.4141e+00 +3.4644e+00 -2.3157e+00 -1.0784e+00 -6.7459e-01 +2.2662e+00 +1.2539e+00 +1.4146e+00 -8.0556e-01 +3.3259e-01
2 +1.397759477e+03 +1.397759477e+03 +1.413119477e+03 +1.413119477e+03 +3.6937e+00 +1.1331e+00 -7.5970e-01 +9.2386e-01 -2.6094e+00 +2.5663e+00 -4.5610e+00 -3.9842e+00 +1.1179e+00 -4.4650e+00 -2.3767e+00 +4.0991e+00 -3.5706e+00 -3.4712e+00 +2.0042e+00 -4.8284e+00 +3.3515e+00 -1.7343e+00 -4.8319e+00 +6.4836e-01
21 +6.232443474e+02 +6.232443474e+02 +6.386043474e+02 +6.386043474e+02 +3.2045e+00 -2.9383e+00 -4.4107e+00 -9.5894e-01 -2.4117e+00 +7.9919e-01 +9.6479e-01 -1.0243e+00 -4.9445e+00 -6.9571e-01 +1.6062e-01 -2.1824e-01 +1.7851e+00 -1.5398e+00 -9.8141e-01 -2.9521e+00 +2.3057e+00 +3.6344e+00 -3.3838e+00 -1.3565e+00
